REGION,FUEL,YEAR,VALUE
RE1,SOL,2048,0.0
RE1,SOL,2049,0.0
RE1,SOL,2050,0.0
RE1,TRADSL,2019,0.0
RE1,TRADSL,2020,0.0
RE1,TRADSL,2021,0.0
RE1,TRADSL,2022,0.0
RE1,TRADSL,2023,0.0
RE1,TRADSL,2024,0.0
RE1,TRADSL,2025,0.0
RE1,TRADSL,2026,0.0
RE1,TRADSL,2027,0.0
RE1,TRADSL,2028,0.0
RE1,TRADSL,2029,0.0
RE1,TRADSL,2030,0.0
RE1,TRADSL,2031,0.0
RE1,TRADSL,2032,0.0
RE1,TRADSL,2033,0.0
RE1,TRADSL,2034,0.0
RE1,TRADSL,2035,0.0
RE1,TRADSL,2036,0.0
RE1,TRADSL,2037,0.0
RE1,TRADSL,2038,0.0
RE1,TRADSL,2039,0.0
RE1,TRADSL,2040,0.0
RE1,TRADSL,2041,0.0
RE1,TRADSL,2042,0.0
RE1,TRADSL,2043,0.0
RE1,TRADSL,2044,0.0
RE1,TRADSL,2045,0.0
RE1,TRADSL,2046,0.0
RE1,TRADSL,2047,0.0
RE1,TRADSL,2048,0.0
RE1,TRADSL,2049,0.0
RE1,TRADSL,2050,0.0
RE1,TRAELC,2019,0.0
RE1,TRAELC,2020,0.0
RE1,TRAELC,2021,0.0
RE1,TRAELC,2022,0.0
RE1,TRAELC,2023,0.0
RE1,TRAELC,2024,0.0
RE1,TRAELC,2025,0.0
RE1,TRAELC,2026,0.0
RE1,TRAELC,2027,0.0
RE1,TRAELC,2028,0.0
RE1,TRAELC,2029,0.0
RE1,TRAELC,2030,0.0
RE1,TRAELC,2031,0.0
RE1,TRAELC,2032,0.0
RE1,TRAELC,2033,0.0
RE1,TRAELC,2034,0.0
RE1,TRAELC,2035,0.0
RE1,TRAELC,2036,0.0
RE1,TRAELC,2037,0.0
RE1,TRAELC,2038,0.0
RE1,TRAELC,2039,0.0
RE1,TRAELC,2040,0.0
RE1,TRAELC,2041,0.0
RE1,TRAELC,2042,0.0
RE1,TRAELC,2043,0.0
RE1,TRAELC,2044,0.0
RE1,TRAELC,2045,0.0
RE1,TRAELC,2046,0.0
RE1,TRAELC,2047,0.0
RE1,TRAELC,2048,0.0
RE1,TRAELC,2049,0.0
RE1,TRAELC,2050,0.0
RE1,TRAGSL,2019,0.0
RE1,TRAGSL,2020,0.0
RE1,TRAGSL,2021,0.0
RE1,TRAGSL,2022,0.0
RE1,TRAGSL,2023,0.0
RE1,TRAGSL,2024,0.0
RE1,TRAGSL,2025,0.0
RE1,TRAGSL,2026,0.0
RE1,TRAGSL,2027,0.0
RE1,TRAGSL,2028,0.0
RE1,TRAGSL,2029,0.0
RE1,TRAGSL,2030,0.0
RE1,TRAGSL,2031,0.0
RE1,TRAGSL,2032,0.0
RE1,TRAGSL,2033,0.0
RE1,TRAGSL,2034,0.0
RE1,TRAGSL,2035,0.0
RE1,TRAGSL,2036,0.0
RE1,TRAGSL,2037,0.0
RE1,TRAGSL,2038,0.0
RE1,TRAGSL,2039,0.0
RE1,TRAGSL,2040,0.0
RE1,TRAGSL,2041,0.0
RE1,TRAGSL,2042,0.0
RE1,TRAGSL,2043,0.0
RE1,TRAGSL,2044,0.0
RE1,TRAGSL,2045,0.0
RE1,TRAGSL,2046,0.0
RE1,TRAGSL,2047,0.0
RE1,TRAGSL,2048,0.0
RE1,TRAGSL,2049,0.0
RE1,TRAGSL,2050,0.0
RE1,TRAHFO,2019,0.0
RE1,TRAHFO,2020,0.0
RE1,TRAHFO,2021,0.0
RE1,TRAHFO,2022,0.0
RE1,TRAHFO,2023,0.0
RE1,TRAHFO,2024,0.0
RE1,TRAHFO,2025,0.0
RE1,TRAHFO,2026,0.0
RE1,TRAHFO,2027,0.0
RE1,TRAHFO,2028,0.0
RE1,TRAHFO,2029,0.0
RE1,TRAHFO,2030,0.0
RE1,TRAHFO,2031,0.0
RE1,TRAHFO,2032,0.0
RE1,TRAHFO,2033,0.0
RE1,TRAHFO,2034,0.0
RE1,TRAHFO,2035,0.0
RE1,TRAHFO,2036,0.0
RE1,TRAHFO,2037,0.0
RE1,TRAHFO,2038,0.0
RE1,TRAHFO,2039,0.0
RE1,TRAHFO,2040,0.0
RE1,TRAHFO,2041,0.0
RE1,TRAHFO,2042,0.0
RE1,TRAHFO,2043,0.0
RE1,TRAHFO,2044,0.0
RE1,TRAHFO,2045,0.0
RE1,TRAHFO,2046,0.0
RE1,TRAHFO,2047,0.0
RE1,TRAHFO,2048,0.0
RE1,TRAHFO,2049,0.0
RE1,TRAHFO,2050,0.0
RE1,TRAJFL,2019,0.0
RE1,TRAJFL,2020,0.0
RE1,TRAJFL,2021,0.0
RE1,TRAJFL,2022,0.0
RE1,TRAJFL,2023,0.0
RE1,TRAJFL,2024,0.0
RE1,TRAJFL,2025,0.0
RE1,TRAJFL,2026,0.0
RE1,TRAJFL,2027,0.0
RE1,TRAJFL,2028,0.0
RE1,TRAJFL,2029,0.0
RE1,TRAJFL,2030,0.0
RE1,TRAJFL,2031,0.0
RE1,TRAJFL,2032,0.0
RE1,TRAJFL,2033,0.0
RE1,TRAJFL,2034,0.0
RE1,TRAJFL,2035,0.0
RE1,TRAJFL,2036,0.0
RE1,TRAJFL,2037,0.0
RE1,TRAJFL,2038,0.0
RE1,TRAJFL,2039,0.0
RE1,TRAJFL,2040,0.0
RE1,TRAJFL,2041,0.0
RE1,TRAJFL,2042,0.0
RE1,TRAJFL,2043,0.0
RE1,TRAJFL,2044,0.0
RE1,TRAJFL,2045,0.0
RE1,TRAJFL,2046,0.0
RE1,TRAJFL,2047,0.0
RE1,TRAJFL,2048,0.0
RE1,TRAJFL,2049,0.0
RE1,TRAJFL,2050,0.0
RE1,URN,2019,0.0
RE1,URN,2020,0.0
RE1,URN,2021,0.0
RE1,URN,2022,0.0
RE1,URN,2023,0.0
RE1,URN,2024,0.0
RE1,URN,2025,0.0
RE1,URN,2026,0.0
RE1,URN,2027,0.0
RE1,URN,2028,0.0
RE1,URN,2029,0.0
RE1,URN,2030,0.0
RE1,URN,2031,0.0
RE1,URN,2032,0.0
RE1,URN,2033,0.0
RE1,URN,2034,0.0
RE1,URN,2035,0.0
RE1,URN,2036,0.0
RE1,URN,2037,0.0
RE1,URN,2038,0.0
RE1,URN,2039,0.0
RE1,URN,2040,0.0
RE1,URN,2041,0.0
RE1,URN,2042,0.0
RE1,URN,2043,0.0
RE1,URN,2044,0.0
RE1,URN,2045,0.0
RE1,URN,2046,0.0
RE1,URN,2047,0.0
RE1,URN,2048,0.0
RE1,URN,2049,0.0
RE1,URN,2050,0.0
RE1,WND,2019,0.0
RE1,WND,2020,0.0
RE1,WND,2021,0.0
RE1,WND,2022,0.0
RE1,WND,2023,0.0
RE1,WND,2024,0.0
RE1,WND,2025,0.0
RE1,WND,2026,0.0
RE1,WND,2027,0.0
RE1,WND,2028,0.0
RE1,WND,2029,0.0
RE1,WND,2030,0.0
RE1,WND,2031,0.0
RE1,WND,2032,0.0
RE1,WND,2033,0.0
RE1,WND,2034,0.0
RE1,WND,2035,0.0
RE1,WND,2036,0.0
RE1,WND,2037,0.0
RE1,WND,2038,0.0
RE1,WND,2039,0.0
RE1,WND,2040,0.0
RE1,WND,2041,0.0
RE1,WND,2042,0.0
RE1,WND,2043,0.0
RE1,WND,2044,0.0
RE1,WND,2045,0.0
RE1,WND,2046,0.0
RE1,WND,2047,0.0
RE1,WND,2048,0.0
RE1,WND,2049,0.0
RE1,WND,2050,0.0
RE1,DEMTTR,2019,0.0
RE1,DEMTTR,2020,0.0
RE1,DEMTTR,2021,0.0
RE1,DEMTTR,2022,0.0
RE1,DEMTTR,2023,0.0
RE1,DEMTTR,2024,0.0
RE1,DEMTTR,2025,0.0
RE1,DEMTTR,2026,0.0
RE1,DEMTTR,2027,0.0
RE1,DEMTTR,2028,0.0
RE1,DEMTTR,2029,0.0
RE1,DEMTTR,2030,0.0
RE1,DEMTTR,2031,0.0
RE1,DEMTTR,2032,0.0
RE1,DEMTTR,2033,0.0
RE1,DEMTTR,2034,0.0
RE1,DEMTTR,2035,0.0
RE1,DEMTTR,2036,0.0
RE1,DEMTTR,2037,0.0
RE1,DEMTTR,2038,0.0
RE1,DEMTTR,2039,0.0
RE1,DEMTTR,2040,0.0
RE1,DEMTTR,2041,0.0
RE1,DEMTTR,2042,0.0
RE1,DEMTTR,2043,0.0
RE1,DEMTTR,2044,0.0
RE1,DEMTTR,2045,0.0
RE1,DEMTTR,2046,0.0
RE1,DEMTTR,2047,0.0
RE1,DEMTTR,2048,0.0
RE1,DEMTTR,2049,0.0
RE1,DEMTTR,2050,0.0
