REGION,FUEL,YEAR,VALUE
RE1,DSL,2040,0.0
RE1,DSL,2041,0.0
RE1,DSL,2042,0.0
RE1,DSL,2043,0.0
RE1,DSL,2044,0.0
RE1,DSL,2045,0.0
RE1,DSL,2046,0.0
RE1,DSL,2047,0.0
RE1,DSL,2048,0.0
RE1,DSL,2049,0.0
RE1,DSL,2050,0.0
RE1,ELC001,2019,0.0
RE1,ELC001,2020,0.0
RE1,ELC001,2021,0.0
RE1,ELC001,2022,0.0
RE1,ELC001,2023,0.0
RE1,ELC001,2024,0.0
RE1,ELC001,2025,0.0
RE1,ELC001,2026,0.0
RE1,ELC001,2027,0.0
RE1,ELC001,2028,0.0
RE1,ELC001,2029,0.0
RE1,ELC001,2030,0.0
RE1,ELC001,2031,0.0
RE1,ELC001,2032,0.0
RE1,ELC001,2033,0.0
RE1,ELC001,2034,0.0
RE1,ELC001,2035,0.0
RE1,ELC001,2036,0.0
RE1,ELC001,2037,0.0
RE1,ELC001,2038,0.0
RE1,ELC001,2039,0.0
RE1,ELC001,2040,0.0
RE1,ELC001,2041,0.0
RE1,ELC001,2042,0.0
RE1,ELC001,2043,0.0
RE1,ELC001,2044,0.0
RE1,ELC001,2045,0.0
RE1,ELC001,2046,0.0
RE1,ELC001,2047,0.0
RE1,ELC001,2048,0.0
RE1,ELC001,2049,0.0
RE1,ELC001,2050,0.0
RE1,ELC002,2019,0.0
RE1,ELC002,2020,0.0
RE1,ELC002,2021,0.0
RE1,ELC002,2022,0.0
RE1,ELC002,2023,0.0
RE1,ELC002,2024,0.0
RE1,ELC002,2025,0.0
RE1,ELC002,2026,0.0
RE1,ELC002,2027,0.0
RE1,ELC002,2028,0.0
RE1,ELC002,2029,0.0
RE1,ELC002,2030,0.0
RE1,ELC002,2031,0.0
RE1,ELC002,2032,0.0
RE1,ELC002,2033,0.0
RE1,ELC002,2034,0.0
RE1,ELC002,2035,0.0
RE1,ELC002,2036,0.0
RE1,ELC002,2037,0.0
RE1,ELC002,2038,0.0
RE1,ELC002,2039,0.0
RE1,ELC002,2040,0.0
RE1,ELC002,2041,0.0
RE1,ELC002,2042,0.0
RE1,ELC002,2043,0.0
RE1,ELC002,2044,0.0
RE1,ELC002,2045,0.0
RE1,ELC002,2046,0.0
RE1,ELC002,2047,0.0
RE1,ELC002,2048,0.0
RE1,ELC002,2049,0.0
RE1,ELC002,2050,0.0
RE1,ELC003,2019,0.0
RE1,ELC003,2020,0.0
RE1,ELC003,2021,0.0
RE1,ELC003,2022,0.0
RE1,ELC003,2023,0.0
RE1,ELC003,2024,0.0
RE1,ELC003,2025,0.0
RE1,ELC003,2026,0.0
RE1,ELC003,2027,0.0
RE1,ELC003,2028,0.0
RE1,ELC003,2029,0.0
RE1,ELC003,2030,0.0
RE1,ELC003,2031,0.0
RE1,ELC003,2032,0.0
RE1,ELC003,2033,0.0
RE1,ELC003,2034,0.0
RE1,ELC003,2035,0.0
RE1,ELC003,2036,0.0
RE1,ELC003,2037,0.0
RE1,ELC003,2038,0.0
RE1,ELC003,2039,0.0
RE1,ELC003,2040,0.0
RE1,ELC003,2041,0.0
RE1,ELC003,2042,0.0
RE1,ELC003,2043,0.0
RE1,ELC003,2044,0.0
RE1,ELC003,2045,0.0
RE1,ELC003,2046,0.0
RE1,ELC003,2047,0.0
RE1,ELC003,2048,0.0
RE1,ELC003,2049,0.0
RE1,ELC003,2050,0.0
RE1,ETH,2019,0.0
RE1,ETH,2020,0.0
RE1,ETH,2021,0.0
RE1,ETH,2022,0.0
RE1,ETH,2023,0.0
RE1,ETH,2024,0.0
RE1,ETH,2025,0.0
RE1,ETH,2026,0.0
RE1,ETH,2027,0.0
RE1,ETH,2028,0.0
RE1,ETH,2029,0.0
RE1,ETH,2030,0.0
RE1,ETH,2031,0.0
RE1,ETH,2032,0.0
RE1,ETH,2033,0.0
RE1,ETH,2034,0.0
RE1,ETH,2035,0.0
RE1,ETH,2036,0.0
RE1,ETH,2037,0.0
RE1,ETH,2038,0.0
RE1,ETH,2039,0.0
RE1,ETH,2040,0.0
RE1,ETH,2041,0.0
RE1,ETH,2042,0.0
RE1,ETH,2043,0.0
RE1,ETH,2044,0.0
RE1,ETH,2045,0.0
RE1,ETH,2046,0.0
RE1,ETH,2047,0.0
RE1,ETH,2048,0.0
RE1,ETH,2049,0.0
RE1,ETH,2050,0.0
RE1,GEO,2019,0.0
RE1,GEO,2020,0.0
RE1,GEO,2021,0.0
RE1,GEO,2022,0.0
RE1,GEO,2023,0.0
RE1,GEO,2024,0.0
RE1,GEO,2025,0.0
RE1,GEO,2026,0.0
RE1,GEO,2027,0.0
RE1,GEO,2028,0.0
RE1,GEO,2029,0.0
RE1,GEO,2030,0.0
RE1,GEO,2031,0.0
RE1,GEO,2032,0.0
RE1,GEO,2033,0.0
RE1,GEO,2034,0.0
RE1,GEO,2035,0.0
RE1,GEO,2036,0.0
RE1,GEO,2037,0.0
RE1,GEO,2038,0.0
RE1,GEO,2039,0.0
RE1,GEO,2040,0.0
RE1,GEO,2041,0.0
RE1,GEO,2042,0.0
RE1,GEO,2043,0.0
RE1,GEO,2044,0.0
RE1,GEO,2045,0.0
RE1,GEO,2046,0.0
RE1,GEO,2047,0.0
RE1,GEO,2048,0.0
RE1,GEO,2049,0.0
RE1,GEO,2050,0.0
RE1,GSL,2019,0.0
RE1,GSL,2020,0.0
RE1,GSL,2021,0.0
RE1,GSL,2022,0.0
RE1,GSL,2023,0.0
RE1,GSL,2024,0.0
RE1,GSL,2025,0.0
RE1,GSL,2026,0.0
RE1,GSL,2027,0.0
RE1,GSL,2028,0.0
RE1,GSL,2029,0.0
RE1,GSL,2030,0.0
RE1,GSL,2031,0.0
RE1,GSL,2032,0.0
RE1,GSL,2033,0.0
RE1,GSL,2034,0.0
RE1,GSL,2035,0.0
RE1,GSL,2036,0.0
RE1,GSL,2037,0.0
RE1,GSL,2038,0.0
RE1,GSL,2039,0.0
RE1,GSL,2040,0.0
RE1,GSL,2041,0.0
RE1,GSL,2042,0.0
RE1,GSL,2043,0.0
RE1,GSL,2044,0.0
RE1,GSL,2045,0.0
RE1,GSL,2046,0.0
RE1,GSL,2047,0.0
RE1,GSL,2048,0.0
RE1,GSL,2049,0.0
RE1,GSL,2050,0.0
RE1,HFOMOM,2019,0.0
RE1,HFOMOM,2020,0.0
RE1,HFOMOM,2021,0.0
RE1,HFOMOM,2022,0.0
RE1,HFOMOM,2023,0.0
RE1,HFOMOM,2024,0.0
RE1,HFOMOM,2025,0.0
RE1,HFOMOM,2026,0.0
RE1,HFOMOM,2027,0.0
RE1,HFOMOM,2028,0.0
RE1,HFOMOM,2029,0.0
RE1,HFOMOM,2030,0.0
RE1,HFOMOM,2031,0.0
RE1,HFOMOM,2032,0.0
RE1,HFOMOM,2033,0.0
RE1,HFOMOM,2034,0.0
RE1,HFOMOM,2035,0.0
RE1,HFOMOM,2036,0.0
RE1,HFOMOM,2037,0.0
RE1,HFOMOM,2038,0.0
RE1,HFOMOM,2039,0.0
RE1,HFOMOM,2040,0.0
RE1,HFOMOM,2041,0.0
RE1,HFOMOM,2042,0.0
RE1,HFOMOM,2043,0.0
RE1,HFOMOM,2044,0.0
RE1,HFOMOM,2045,0.0
RE1,HFOMOM,2046,0.0
RE1,HFOMOM,2047,0.0
RE1,HFOMOM,2048,0.0
RE1,HFOMOM,2049,0.0
RE1,HFOMOM,2050,0.0
RE1,HFONAI,2019,0.0
RE1,HFONAI,2020,0.0
RE1,HFONAI,2021,0.0
RE1,HFONAI,2022,0.0
RE1,HFONAI,2023,0.0
RE1,HFONAI,2024,0.0
RE1,HFONAI,2025,0.0
RE1,HFONAI,2026,0.0
RE1,HFONAI,2027,0.0
RE1,HFONAI,2028,0.0
RE1,HFONAI,2029,0.0
RE1,HFONAI,2030,0.0
RE1,HFONAI,2031,0.0
RE1,HFONAI,2032,0.0
RE1,HFONAI,2033,0.0
RE1,HFONAI,2034,0.0
RE1,HFONAI,2035,0.0
RE1,HFONAI,2036,0.0
RE1,HFONAI,2037,0.0
RE1,HFONAI,2038,0.0
RE1,HFONAI,2039,0.0
RE1,HFONAI,2040,0.0
RE1,HFONAI,2041,0.0
RE1,HFONAI,2042,0.0
RE1,HFONAI,2043,0.0
RE1,HFONAI,2044,0.0
RE1,HFONAI,2045,0.0
RE1,HFONAI,2046,0.0
RE1,HFONAI,2047,0.0
RE1,HFONAI,2048,0.0
RE1,HFONAI,2049,0.0
RE1,HFONAI,2050,0.0
RE1,HYD,2019,0.0
RE1,HYD,2020,0.0
RE1,HYD,2021,0.0
RE1,HYD,2022,0.0
RE1,HYD,2023,0.0
RE1,HYD,2024,0.0
RE1,HYD,2025,0.0
RE1,HYD,2026,0.0
RE1,HYD,2027,0.0
RE1,HYD,2028,0.0
RE1,HYD,2029,0.0
RE1,HYD,2030,0.0
RE1,HYD,2031,0.0
RE1,HYD,2032,0.0
RE1,HYD,2033,0.0
RE1,HYD,2034,0.0
RE1,HYD,2035,0.0
RE1,HYD,2036,0.0
RE1,HYD,2037,0.0
RE1,HYD,2038,0.0
RE1,HYD,2039,0.0
RE1,HYD,2040,0.0
RE1,HYD,2041,0.0
RE1,HYD,2042,0.0
RE1,HYD,2043,0.0
RE1,HYD,2044,0.0
RE1,HYD,2045,0.0
RE1,HYD,2046,0.0
RE1,HYD,2047,0.0
RE1,HYD,2048,0.0
RE1,HYD,2049,0.0
RE1,HYD,2050,0.0
RE1,INDCOA,2019,0.0
RE1,INDCOA,2020,0.0
RE1,INDCOA,2021,0.0
RE1,INDCOA,2022,0.0
RE1,INDCOA,2023,0.0
RE1,INDCOA,2024,0.0
RE1,INDCOA,2025,0.0
RE1,INDCOA,2026,0.0
RE1,INDCOA,2027,0.0
RE1,INDCOA,2028,0.0
RE1,INDCOA,2029,0.0
RE1,INDCOA,2030,0.0
RE1,INDCOA,2031,0.0
RE1,INDCOA,2032,0.0
RE1,INDCOA,2033,0.0
RE1,INDCOA,2034,0.0
RE1,INDCOA,2035,0.0
RE1,INDCOA,2036,0.0
RE1,INDCOA,2037,0.0
RE1,INDCOA,2038,0.0
RE1,INDCOA,2039,0.0
RE1,INDCOA,2040,0.0
RE1,INDCOA,2041,0.0
RE1,INDCOA,2042,0.0
RE1,INDCOA,2043,0.0
RE1,INDCOA,2044,0.0
RE1,INDCOA,2045,0.0
RE1,INDCOA,2046,0.0
RE1,INDCOA,2047,0.0
RE1,INDCOA,2048,0.0
RE1,INDCOA,2049,0.0
RE1,INDCOA,2050,0.0
RE1,INDDSL,2019,0.0
RE1,INDDSL,2020,0.0
RE1,INDDSL,2021,0.0
RE1,INDDSL,2022,0.0
RE1,INDDSL,2023,0.0
RE1,INDDSL,2024,0.0
RE1,INDDSL,2025,0.0
RE1,INDDSL,2026,0.0
RE1,INDDSL,2027,0.0
RE1,INDDSL,2028,0.0
RE1,INDDSL,2029,0.0
RE1,INDDSL,2030,0.0
RE1,INDDSL,2031,0.0
RE1,INDDSL,2032,0.0
RE1,INDDSL,2033,0.0
RE1,INDDSL,2034,0.0
RE1,INDDSL,2035,0.0
RE1,INDDSL,2036,0.0
RE1,INDDSL,2037,0.0
RE1,INDDSL,2038,0.0
RE1,INDDSL,2039,0.0
RE1,INDDSL,2040,0.0
RE1,INDDSL,2041,0.0
RE1,INDDSL,2042,0.0
RE1,INDDSL,2043,0.0
RE1,INDDSL,2044,0.0
RE1,INDDSL,2045,0.0
RE1,INDDSL,2046,0.0
RE1,INDDSL,2047,0.0
RE1,INDDSL,2048,0.0
RE1,INDDSL,2049,0.0
RE1,INDDSL,2050,0.0
RE1,INDHFO,2019,0.0
RE1,INDHFO,2020,0.0
RE1,INDHFO,2021,0.0
RE1,INDHFO,2022,0.0
RE1,INDHFO,2023,0.0
RE1,INDHFO,2024,0.0
RE1,INDHFO,2025,0.0
RE1,INDHFO,2026,0.0
RE1,INDHFO,2027,0.0
RE1,INDHFO,2028,0.0
RE1,INDHFO,2029,0.0
RE1,INDHFO,2030,0.0
RE1,INDHFO,2031,0.0
RE1,INDHFO,2032,0.0
RE1,INDHFO,2033,0.0
RE1,INDHFO,2034,0.0
RE1,INDHFO,2035,0.0
RE1,INDHFO,2036,0.0
RE1,INDHFO,2037,0.0
RE1,INDHFO,2038,0.0
RE1,INDHFO,2039,0.0
RE1,INDHFO,2040,0.0
RE1,INDHFO,2041,0.0
RE1,INDHFO,2042,0.0
RE1,INDHFO,2043,0.0
RE1,INDHFO,2044,0.0
RE1,INDHFO,2045,0.0
RE1,INDHFO,2046,0.0
RE1,INDHFO,2047,0.0
RE1,INDHFO,2048,0.0
RE1,INDHFO,2049,0.0
RE1,INDHFO,2050,0.0
RE1,INDKER,2019,0.0
RE1,INDKER,2020,0.0
RE1,INDKER,2021,0.0
RE1,INDKER,2022,0.0
RE1,INDKER,2023,0.0
RE1,INDKER,2024,0.0
RE1,INDKER,2025,0.0
RE1,INDKER,2026,0.0
RE1,INDKER,2027,0.0
RE1,INDKER,2028,0.0
RE1,INDKER,2029,0.0
RE1,INDKER,2030,0.0
RE1,INDKER,2031,0.0
RE1,INDKER,2032,0.0
RE1,INDKER,2033,0.0
RE1,INDKER,2034,0.0
RE1,INDKER,2035,0.0
RE1,INDKER,2036,0.0
RE1,INDKER,2037,0.0
RE1,INDKER,2038,0.0
RE1,INDKER,2039,0.0
RE1,INDKER,2040,0.0
RE1,INDKER,2041,0.0
RE1,INDKER,2042,0.0
RE1,INDKER,2043,0.0
RE1,INDKER,2044,0.0
RE1,INDKER,2045,0.0
RE1,INDKER,2046,0.0
RE1,INDKER,2047,0.0
RE1,INDKER,2048,0.0
RE1,INDKER,2049,0.0
RE1,INDKER,2050,0.0
RE1,INDLPG,2019,0.0
RE1,INDLPG,2020,0.0
RE1,INDLPG,2021,0.0
RE1,INDLPG,2022,0.0
RE1,INDLPG,2023,0.0
RE1,INDLPG,2024,0.0
RE1,INDLPG,2025,0.0
RE1,INDLPG,2026,0.0
RE1,INDLPG,2027,0.0
RE1,INDLPG,2028,0.0
RE1,INDLPG,2029,0.0
RE1,INDLPG,2030,0.0
RE1,INDLPG,2031,0.0
RE1,INDLPG,2032,0.0
RE1,INDLPG,2033,0.0
RE1,INDLPG,2034,0.0
RE1,INDLPG,2035,0.0
RE1,INDLPG,2036,0.0
RE1,INDLPG,2037,0.0
RE1,INDLPG,2038,0.0
RE1,INDLPG,2039,0.0
RE1,INDLPG,2040,0.0
RE1,INDLPG,2041,0.0
RE1,INDLPG,2042,0.0
RE1,INDLPG,2043,0.0
RE1,INDLPG,2044,0.0
RE1,INDLPG,2045,0.0
RE1,INDLPG,2046,0.0
RE1,INDLPG,2047,0.0
RE1,INDLPG,2048,0.0
RE1,INDLPG,2049,0.0
RE1,INDLPG,2050,0.0
RE1,JFL,2019,0.0
RE1,JFL,2020,0.0
RE1,JFL,2021,0.0
RE1,JFL,2022,0.0
RE1,JFL,2023,0.0
RE1,JFL,2024,0.0
RE1,JFL,2025,0.0
RE1,JFL,2026,0.0
RE1,JFL,2027,0.0
RE1,JFL,2028,0.0
RE1,JFL,2029,0.0
RE1,JFL,2030,0.0
RE1,JFL,2031,0.0
RE1,JFL,2032,0.0
RE1,JFL,2033,0.0
RE1,JFL,2034,0.0
RE1,JFL,2035,0.0
RE1,JFL,2036,0.0
RE1,JFL,2037,0.0
RE1,JFL,2038,0.0
RE1,JFL,2039,0.0
RE1,JFL,2040,0.0
RE1,JFL,2041,0.0
RE1,JFL,2042,0.0
RE1,JFL,2043,0.0
RE1,JFL,2044,0.0
RE1,JFL,2045,0.0
RE1,JFL,2046,0.0
RE1,JFL,2047,0.0
RE1,JFL,2048,0.0
RE1,JFL,2049,0.0
RE1,JFL,2050,0.0
RE1,KER,2019,0.0
RE1,KER,2020,0.0
RE1,KER,2021,0.0
RE1,KER,2022,0.0
RE1,KER,2023,0.0
RE1,KER,2024,0.0
RE1,KER,2025,0.0
RE1,KER,2026,0.0
RE1,KER,2027,0.0
RE1,KER,2028,0.0
RE1,KER,2029,0.0
RE1,KER,2030,0.0
RE1,KER,2031,0.0
RE1,KER,2032,0.0
RE1,KER,2033,0.0
RE1,KER,2034,0.0
RE1,KER,2035,0.0
RE1,KER,2036,0.0
RE1,KER,2037,0.0
RE1,KER,2038,0.0
RE1,KER,2039,0.0
RE1,KER,2040,0.0
RE1,KER,2041,0.0
RE1,KER,2042,0.0
RE1,KER,2043,0.0
RE1,KER,2044,0.0
RE1,KER,2045,0.0
RE1,KER,2046,0.0
RE1,KER,2047,0.0
RE1,KER,2048,0.0
RE1,KER,2049,0.0
RE1,KER,2050,0.0
RE1,LFOELD,2019,0.0
RE1,LFOELD,2020,0.0
RE1,LFOELD,2021,0.0
RE1,LFOELD,2022,0.0
RE1,LFOELD,2023,0.0
RE1,LFOELD,2024,0.0
RE1,LFOELD,2025,0.0
RE1,LFOELD,2026,0.0
RE1,LFOELD,2027,0.0
RE1,LFOELD,2028,0.0
RE1,LFOELD,2029,0.0
RE1,LFOELD,2030,0.0
RE1,LFOELD,2031,0.0
RE1,LFOELD,2032,0.0
RE1,LFOELD,2033,0.0
RE1,LFOELD,2034,0.0
RE1,LFOELD,2035,0.0
RE1,LFOELD,2036,0.0
RE1,LFOELD,2037,0.0
RE1,LFOELD,2038,0.0
RE1,LFOELD,2039,0.0
RE1,LFOELD,2040,0.0
RE1,LFOELD,2041,0.0
RE1,LFOELD,2042,0.0
RE1,LFOELD,2043,0.0
RE1,LFOELD,2044,0.0
RE1,LFOELD,2045,0.0
RE1,LFOELD,2046,0.0
RE1,LFOELD,2047,0.0
RE1,LFOELD,2048,0.0
RE1,LFOELD,2049,0.0
RE1,LFOELD,2050,0.0
RE1,LPG,2019,0.0
RE1,LPG,2020,0.0
RE1,LPG,2021,0.0
RE1,LPG,2022,0.0
RE1,LPG,2023,0.0
RE1,LPG,2024,0.0
RE1,LPG,2025,0.0
RE1,LPG,2026,0.0
RE1,LPG,2027,0.0
RE1,LPG,2028,0.0
RE1,LPG,2029,0.0
RE1,LPG,2030,0.0
RE1,LPG,2031,0.0
RE1,LPG,2032,0.0
RE1,LPG,2033,0.0
RE1,LPG,2034,0.0
RE1,LPG,2035,0.0
RE1,LPG,2036,0.0
RE1,LPG,2037,0.0
RE1,LPG,2038,0.0
RE1,LPG,2039,0.0
RE1,LPG,2040,0.0
RE1,LPG,2041,0.0
RE1,LPG,2042,0.0
RE1,LPG,2043,0.0
RE1,LPG,2044,0.0
RE1,LPG,2045,0.0
RE1,LPG,2046,0.0
RE1,LPG,2047,0.0
RE1,LPG,2048,0.0
RE1,LPG,2049,0.0
RE1,LPG,2050,0.0
RE1,NGS,2019,0.0
RE1,NGS,2020,0.0
RE1,NGS,2021,0.0
RE1,NGS,2022,0.0
RE1,NGS,2023,0.0
RE1,NGS,2024,0.0
RE1,NGS,2025,0.0
RE1,NGS,2026,0.0
RE1,NGS,2027,0.0
RE1,NGS,2028,0.0
RE1,NGS,2029,0.0
RE1,NGS,2030,0.0
RE1,NGS,2031,0.0
RE1,NGS,2032,0.0
RE1,NGS,2033,0.0
RE1,NGS,2034,0.0
RE1,NGS,2035,0.0
RE1,NGS,2036,0.0
RE1,NGS,2037,0.0
RE1,NGS,2038,0.0
RE1,NGS,2039,0.0
RE1,NGS,2040,0.0
RE1,NGS,2041,0.0
RE1,NGS,2042,0.0
RE1,NGS,2043,0.0
RE1,NGS,2044,0.0
RE1,NGS,2045,0.0
RE1,NGS,2046,0.0
RE1,NGS,2047,0.0
RE1,NGS,2048,0.0
RE1,NGS,2049,0.0
RE1,NGS,2050,0.0
RE1,OIL,2019,0.0
RE1,OIL,2020,0.0
RE1,OIL,2021,0.0
RE1,OIL,2022,0.0
RE1,OIL,2023,0.0
RE1,OIL,2024,0.0
RE1,OIL,2025,0.0
RE1,OIL,2026,0.0
RE1,OIL,2027,0.0
RE1,OIL,2028,0.0
RE1,OIL,2029,0.0
RE1,OIL,2030,0.0
RE1,OIL,2031,0.0
RE1,OIL,2032,0.0
RE1,OIL,2033,0.0
RE1,OIL,2034,0.0
RE1,OIL,2035,0.0
RE1,OIL,2036,0.0
RE1,OIL,2037,0.0
RE1,OIL,2038,0.0
RE1,OIL,2039,0.0
RE1,OIL,2040,0.0
RE1,OIL,2041,0.0
RE1,OIL,2042,0.0
RE1,OIL,2043,0.0
RE1,OIL,2044,0.0
RE1,OIL,2045,0.0
RE1,OIL,2046,0.0
RE1,OIL,2047,0.0
RE1,OIL,2048,0.0
RE1,OIL,2049,0.0
RE1,OIL,2050,0.0
RE1,RESBGS,2019,0.0
RE1,RESBGS,2020,0.0
RE1,RESBGS,2021,0.0
RE1,RESBGS,2022,0.0
RE1,RESBGS,2023,0.0
RE1,RESBGS,2024,0.0
RE1,RESBGS,2025,0.0
RE1,RESBGS,2026,0.0
RE1,RESBGS,2027,0.0
RE1,RESBGS,2028,0.0
RE1,RESBGS,2029,0.0
RE1,RESBGS,2030,0.0
RE1,RESBGS,2031,0.0
RE1,RESBGS,2032,0.0
RE1,RESBGS,2033,0.0
RE1,RESBGS,2034,0.0
RE1,RESBGS,2035,0.0
RE1,RESBGS,2036,0.0
RE1,RESBGS,2037,0.0
RE1,RESBGS,2038,0.0
RE1,RESBGS,2039,0.0
RE1,RESBGS,2040,0.0
RE1,RESBGS,2041,0.0
RE1,RESBGS,2042,0.0
RE1,RESBGS,2043,0.0
RE1,RESBGS,2044,0.0
RE1,RESBGS,2045,0.0
RE1,RESBGS,2046,0.0
RE1,RESBGS,2047,0.0
RE1,RESBGS,2048,0.0
RE1,RESBGS,2049,0.0
RE1,RESBGS,2050,0.0
RE1,RESBIO,2019,0.0
RE1,RESBIO,2020,0.0
RE1,RESBIO,2021,0.0
RE1,RESBIO,2022,0.0
RE1,RESBIO,2023,0.0
RE1,RESBIO,2024,0.0
RE1,RESBIO,2025,0.0
RE1,RESBIO,2026,0.0
RE1,RESBIO,2027,0.0
RE1,RESBIO,2028,0.0
RE1,RESBIO,2029,0.0
RE1,RESBIO,2030,0.0
RE1,RESBIO,2031,0.0
RE1,RESBIO,2032,0.0
RE1,RESBIO,2033,0.0
RE1,RESBIO,2034,0.0
RE1,RESBIO,2035,0.0
RE1,RESBIO,2036,0.0
RE1,RESBIO,2037,0.0
RE1,RESBIO,2038,0.0
RE1,RESBIO,2039,0.0
RE1,RESBIO,2040,0.0
RE1,RESBIO,2041,0.0
RE1,RESBIO,2042,0.0
RE1,RESBIO,2043,0.0
RE1,RESBIO,2044,0.0
RE1,RESBIO,2045,0.0
RE1,RESBIO,2046,0.0
RE1,RESBIO,2047,0.0
RE1,RESBIO,2048,0.0
RE1,RESBIO,2049,0.0
RE1,RESBIO,2050,0.0
RE1,RESCHC,2019,0.0
RE1,RESCHC,2020,0.0
RE1,RESCHC,2021,0.0
RE1,RESCHC,2022,0.0
RE1,RESCHC,2023,0.0
RE1,RESCHC,2024,0.0
RE1,RESCHC,2025,0.0
RE1,RESCHC,2026,0.0
RE1,RESCHC,2027,0.0
RE1,RESCHC,2028,0.0
RE1,RESCHC,2029,0.0
RE1,RESCHC,2030,0.0
RE1,RESCHC,2031,0.0
RE1,RESCHC,2032,0.0
RE1,RESCHC,2033,0.0
RE1,RESCHC,2034,0.0
RE1,RESCHC,2035,0.0
RE1,RESCHC,2036,0.0
RE1,RESCHC,2037,0.0
RE1,RESCHC,2038,0.0
RE1,RESCHC,2039,0.0
RE1,RESCHC,2040,0.0
RE1,RESCHC,2041,0.0
RE1,RESCHC,2042,0.0
RE1,RESCHC,2043,0.0
RE1,RESCHC,2044,0.0
RE1,RESCHC,2045,0.0
RE1,RESCHC,2046,0.0
RE1,RESCHC,2047,0.0
RE1,RESCHC,2048,0.0
RE1,RESCHC,2049,0.0
RE1,RESCHC,2050,0.0
RE1,RESETH,2019,0.0
RE1,RESETH,2020,0.0
RE1,RESETH,2021,0.0
RE1,RESETH,2022,0.0
RE1,RESETH,2023,0.0
RE1,RESETH,2024,0.0
RE1,RESETH,2025,0.0
RE1,RESETH,2026,0.0
RE1,RESETH,2027,0.0
RE1,RESETH,2028,0.0
RE1,RESETH,2029,0.0
RE1,RESETH,2030,0.0
RE1,RESETH,2031,0.0
RE1,RESETH,2032,0.0
RE1,RESETH,2033,0.0
RE1,RESETH,2034,0.0
RE1,RESETH,2035,0.0
RE1,RESETH,2036,0.0
RE1,RESETH,2037,0.0
RE1,RESETH,2038,0.0
RE1,RESETH,2039,0.0
RE1,RESETH,2040,0.0
RE1,RESETH,2041,0.0
RE1,RESETH,2042,0.0
RE1,RESETH,2043,0.0
RE1,RESETH,2044,0.0
RE1,RESETH,2045,0.0
RE1,RESETH,2046,0.0
RE1,RESETH,2047,0.0
RE1,RESETH,2048,0.0
RE1,RESETH,2049,0.0
RE1,RESETH,2050,0.0
RE1,RESKER,2019,0.0
RE1,RESKER,2020,0.0
RE1,RESKER,2021,0.0
RE1,RESKER,2022,0.0
RE1,RESKER,2023,0.0
RE1,RESKER,2024,0.0
RE1,RESKER,2025,0.0
RE1,RESKER,2026,0.0
RE1,RESKER,2027,0.0
RE1,RESKER,2028,0.0
RE1,RESKER,2029,0.0
RE1,RESKER,2030,0.0
RE1,RESKER,2031,0.0
RE1,RESKER,2032,0.0
RE1,RESKER,2033,0.0
RE1,RESKER,2034,0.0
RE1,RESKER,2035,0.0
RE1,RESKER,2036,0.0
RE1,RESKER,2037,0.0
RE1,RESKER,2038,0.0
RE1,RESKER,2039,0.0
RE1,RESKER,2040,0.0
RE1,RESKER,2041,0.0
RE1,RESKER,2042,0.0
RE1,RESKER,2043,0.0
RE1,RESKER,2044,0.0
RE1,RESKER,2045,0.0
RE1,RESKER,2046,0.0
RE1,RESKER,2047,0.0
RE1,RESKER,2048,0.0
RE1,RESKER,2049,0.0
RE1,RESKER,2050,0.0
RE1,RESLPG,2019,0.0
RE1,RESLPG,2020,0.0
RE1,RESLPG,2021,0.0
RE1,RESLPG,2022,0.0
RE1,RESLPG,2023,0.0
RE1,RESLPG,2024,0.0
RE1,RESLPG,2025,0.0
RE1,RESLPG,2026,0.0
RE1,RESLPG,2027,0.0
RE1,RESLPG,2028,0.0
RE1,RESLPG,2029,0.0
RE1,RESLPG,2030,0.0
RE1,RESLPG,2031,0.0
RE1,RESLPG,2032,0.0
RE1,RESLPG,2033,0.0
RE1,RESLPG,2034,0.0
RE1,RESLPG,2035,0.0
RE1,RESLPG,2036,0.0
RE1,RESLPG,2037,0.0
RE1,RESLPG,2038,0.0
RE1,RESLPG,2039,0.0
RE1,RESLPG,2040,0.0
RE1,RESLPG,2041,0.0
RE1,RESLPG,2042,0.0
RE1,RESLPG,2043,0.0
RE1,RESLPG,2044,0.0
RE1,RESLPG,2045,0.0
RE1,RESLPG,2046,0.0
RE1,RESLPG,2047,0.0
RE1,RESLPG,2048,0.0
RE1,RESLPG,2049,0.0
RE1,RESLPG,2050,0.0
RE1,SOL,2019,0.0
RE1,SOL,2020,0.0
RE1,SOL,2021,0.0
RE1,SOL,2022,0.0
RE1,SOL,2023,0.0
RE1,SOL,2024,0.0
RE1,SOL,2025,0.0
RE1,SOL,2026,0.0
RE1,SOL,2027,0.0
RE1,SOL,2028,0.0
RE1,SOL,2029,0.0
RE1,SOL,2030,0.0
RE1,SOL,2031,0.0
RE1,SOL,2032,0.0
RE1,SOL,2033,0.0
RE1,SOL,2034,0.0
RE1,SOL,2035,0.0
RE1,SOL,2036,0.0
RE1,SOL,2037,0.0
RE1,SOL,2038,0.0
RE1,SOL,2039,0.0
RE1,SOL,2040,0.0
RE1,SOL,2041,0.0
RE1,SOL,2042,0.0
RE1,SOL,2043,0.0
RE1,SOL,2044,0.0
RE1,SOL,2045,0.0
RE1,SOL,2046,0.0
RE1,SOL,2047,0.0
