REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
RE1,CKGGASrur,CO2,1,2027,124.0
RE1,CKGGASrur,CO2,1,2028,124.0
RE1,CKGGASrur,CO2,1,2029,124.0
RE1,CKGGASrur,CO2,1,2030,124.0
RE1,CKGGASrur,CO2,1,2031,124.0
RE1,CKGGASrur,CO2,1,2032,124.0
RE1,CKGGASrur,CO2,1,2033,124.0
RE1,CKGGASrur,CO2,1,2034,124.0
RE1,CKGGASrur,CO2,1,2035,124.0
RE1,CKGGASrur,CO2,1,2036,124.0
RE1,CKGGASrur,CO2,1,2037,124.0
RE1,CKGGASrur,CO2,1,2038,124.0
RE1,CKGGASrur,CO2,1,2039,124.0
RE1,CKGGASrur,CO2,1,2040,124.0
RE1,CKGGASrur,CO2,1,2041,124.0
RE1,CKGGASrur,CO2,1,2042,124.0
RE1,CKGGASrur,CO2,1,2043,124.0
RE1,CKGGASrur,CO2,1,2044,124.0
RE1,CKGGASrur,CO2,1,2045,124.0
RE1,CKGGASrur,CO2,1,2046,124.0
RE1,CKGGASrur,CO2,1,2047,124.0
RE1,CKGGASrur,CO2,1,2048,124.0
RE1,CKGGASrur,CO2,1,2049,124.0
RE1,CKGGASrur,CO2,1,2050,124.0
RE1,CKGWODrur,CO2,1,2019,588.0
RE1,CKGWODrur,CO2,1,2020,588.0
RE1,CKGWODrur,CO2,1,2021,588.0
RE1,CKGWODrur,CO2,1,2022,588.0
RE1,CKGWODrur,CO2,1,2023,588.0
RE1,CKGWODrur,CO2,1,2024,588.0
RE1,CKGWODrur,CO2,1,2025,588.0
RE1,CKGWODrur,CO2,1,2026,588.0
RE1,CKGWODrur,CO2,1,2027,588.0
RE1,CKGWODrur,CO2,1,2028,588.0
RE1,CKGWODrur,CO2,1,2029,588.0
RE1,CKGWODrur,CO2,1,2030,588.0
RE1,CKGWODrur,CO2,1,2031,588.0
RE1,CKGWODrur,CO2,1,2032,588.0
RE1,CKGWODrur,CO2,1,2033,588.0
RE1,CKGWODrur,CO2,1,2034,588.0
RE1,CKGWODrur,CO2,1,2035,588.0
RE1,CKGWODrur,CO2,1,2036,588.0
RE1,CKGWODrur,CO2,1,2037,588.0
RE1,CKGWODrur,CO2,1,2038,588.0
RE1,CKGWODrur,CO2,1,2039,588.0
RE1,CKGWODrur,CO2,1,2040,588.0
RE1,CKGWODrur,CO2,1,2041,588.0
RE1,CKGWODrur,CO2,1,2042,588.0
RE1,CKGWODrur,CO2,1,2043,588.0
RE1,CKGWODrur,CO2,1,2044,588.0
RE1,CKGWODrur,CO2,1,2045,588.0
RE1,CKGWODrur,CO2,1,2046,588.0
RE1,CKGWODrur,CO2,1,2047,588.0
RE1,CKGWODrur,CO2,1,2048,588.0
RE1,CKGWODrur,CO2,1,2049,588.0
RE1,CKGWODrur,CO2,1,2050,588.0
RE1,CKGWODrur,PM25,1,2019,0.0
RE1,CKGWODrur,PM25,1,2020,0.0
RE1,CKGWODrur,PM25,1,2021,0.0
RE1,CKGWODrur,PM25,1,2022,0.0
RE1,CKGWODrur,PM25,1,2023,0.0
RE1,CKGWODrur,PM25,1,2024,0.0
RE1,CKGWODrur,PM25,1,2025,0.0
RE1,CKGWODrur,PM25,1,2026,0.0
RE1,CKGWODrur,PM25,1,2027,0.0
RE1,CKGWODrur,PM25,1,2028,0.0
RE1,CKGWODrur,PM25,1,2029,0.0
RE1,CKGWODrur,PM25,1,2030,0.0
RE1,CKGWODrur,PM25,1,2031,0.0
RE1,CKGWODrur,PM25,1,2032,0.0
RE1,CKGWODrur,PM25,1,2033,0.0
RE1,CKGWODrur,PM25,1,2034,0.0
RE1,CKGWODrur,PM25,1,2035,0.0
RE1,CKGWODrur,PM25,1,2036,0.0
RE1,CKGWODrur,PM25,1,2037,0.0
RE1,CKGWODrur,PM25,1,2038,0.0
RE1,CKGWODrur,PM25,1,2039,0.0
RE1,CKGWODrur,PM25,1,2040,0.0
RE1,CKGWODrur,PM25,1,2041,0.0
RE1,CKGWODrur,PM25,1,2042,0.0
RE1,CKGWODrur,PM25,1,2043,0.0
RE1,CKGWODrur,PM25,1,2044,0.0
RE1,CKGWODrur,PM25,1,2045,0.0
RE1,CKGWODrur,PM25,1,2046,0.0
RE1,CKGWODrur,PM25,1,2047,0.0
RE1,CKGWODrur,PM25,1,2048,0.0
RE1,CKGWODrur,PM25,1,2049,0.0
RE1,CKGWODrur,PM25,1,2050,0.0
RE1,CKGWODrur,PM25rur,1,2019,3.8661
RE1,CKGWODrur,PM25rur,1,2020,3.8661
RE1,CKGWODrur,PM25rur,1,2021,3.8661
RE1,CKGWODrur,PM25rur,1,2022,3.8661
RE1,CKGWODrur,PM25rur,1,2023,3.8661
RE1,CKGWODrur,PM25rur,1,2024,3.8661
RE1,CKGWODrur,PM25rur,1,2025,3.8661
RE1,CKGWODrur,PM25rur,1,2026,3.8661
RE1,CKGWODrur,PM25rur,1,2027,3.8661
RE1,CKGWODrur,PM25rur,1,2028,3.8661
RE1,CKGWODrur,PM25rur,1,2029,3.8661
RE1,CKGWODrur,PM25rur,1,2030,3.8661
RE1,CKGWODrur,PM25rur,1,2031,3.8661
RE1,CKGWODrur,PM25rur,1,2032,3.8661
RE1,CKGWODrur,PM25rur,1,2033,3.8661
RE1,CKGWODrur,PM25rur,1,2034,3.8661
RE1,CKGWODrur,PM25rur,1,2035,3.8661
RE1,CKGWODrur,PM25rur,1,2036,3.8661
RE1,CKGWODrur,PM25rur,1,2037,3.8661
RE1,CKGWODrur,PM25rur,1,2038,3.8661
RE1,CKGWODrur,PM25rur,1,2039,3.8661
RE1,CKGWODrur,PM25rur,1,2040,3.8661
RE1,CKGWODrur,PM25rur,1,2041,3.8661
RE1,CKGWODrur,PM25rur,1,2042,3.8661
RE1,CKGWODrur,PM25rur,1,2043,3.8661
RE1,CKGWODrur,PM25rur,1,2044,3.8661
RE1,CKGWODrur,PM25rur,1,2045,3.8661
RE1,CKGWODrur,PM25rur,1,2046,3.8661
RE1,CKGWODrur,PM25rur,1,2047,3.8661
RE1,CKGWODrur,PM25rur,1,2048,3.8661
RE1,CKGWODrur,PM25rur,1,2049,3.8661
RE1,CKGWODrur,PM25rur,1,2050,3.8661
RE1,CKGCHCrur,CO2,1,2019,623.0
RE1,CKGCHCrur,CO2,1,2020,623.0
RE1,CKGCHCrur,CO2,1,2021,623.0
RE1,CKGCHCrur,CO2,1,2022,623.0
RE1,CKGCHCrur,CO2,1,2023,623.0
RE1,CKGCHCrur,CO2,1,2024,623.0
RE1,CKGCHCrur,CO2,1,2025,623.0
RE1,CKGCHCrur,CO2,1,2026,623.0
RE1,CKGCHCrur,CO2,1,2027,623.0
RE1,CKGCHCrur,CO2,1,2028,623.0
RE1,CKGCHCrur,CO2,1,2029,623.0
RE1,CKGCHCrur,CO2,1,2030,623.0
RE1,CKGCHCrur,CO2,1,2031,623.0
RE1,CKGCHCrur,CO2,1,2032,623.0
RE1,CKGCHCrur,CO2,1,2033,623.0
RE1,CKGCHCrur,CO2,1,2034,623.0
RE1,CKGCHCrur,CO2,1,2035,623.0
RE1,CKGCHCrur,CO2,1,2036,623.0
RE1,CKGCHCrur,CO2,1,2037,623.0
RE1,CKGCHCrur,CO2,1,2038,623.0
RE1,CKGCHCrur,CO2,1,2039,623.0
RE1,CKGCHCrur,CO2,1,2040,623.0
RE1,CKGCHCrur,CO2,1,2041,623.0
RE1,CKGCHCrur,CO2,1,2042,623.0
RE1,CKGCHCrur,CO2,1,2043,623.0
RE1,CKGCHCrur,CO2,1,2044,623.0
RE1,CKGCHCrur,CO2,1,2045,623.0
RE1,CKGCHCrur,CO2,1,2046,623.0
RE1,CKGCHCrur,CO2,1,2047,623.0
RE1,CKGCHCrur,CO2,1,2048,623.0
RE1,CKGCHCrur,CO2,1,2049,623.0
RE1,CKGCHCrur,CO2,1,2050,623.0
RE1,CKGCHCrur,PM25,1,2019,0.0
RE1,CKGCHCrur,PM25,1,2020,0.0
RE1,CKGCHCrur,PM25,1,2021,0.0
RE1,CKGCHCrur,PM25,1,2022,0.0
RE1,CKGCHCrur,PM25,1,2023,0.0
RE1,CKGCHCrur,PM25,1,2024,0.0
RE1,CKGCHCrur,PM25,1,2025,0.0
RE1,CKGCHCrur,PM25,1,2026,0.0
RE1,CKGCHCrur,PM25,1,2027,0.0
RE1,CKGCHCrur,PM25,1,2028,0.0
RE1,CKGCHCrur,PM25,1,2029,0.0
RE1,CKGCHCrur,PM25,1,2030,0.0
RE1,CKGCHCrur,PM25,1,2031,0.0
RE1,CKGCHCrur,PM25,1,2032,0.0
RE1,CKGCHCrur,PM25,1,2033,0.0
RE1,CKGCHCrur,PM25,1,2034,0.0
RE1,CKGCHCrur,PM25,1,2035,0.0
RE1,CKGCHCrur,PM25,1,2036,0.0
RE1,CKGCHCrur,PM25,1,2037,0.0
RE1,CKGCHCrur,PM25,1,2038,0.0
RE1,CKGCHCrur,PM25,1,2039,0.0
RE1,CKGCHCrur,PM25,1,2040,0.0
RE1,CKGCHCrur,PM25,1,2041,0.0
RE1,CKGCHCrur,PM25,1,2042,0.0
RE1,CKGCHCrur,PM25,1,2043,0.0
RE1,CKGCHCrur,PM25,1,2044,0.0
RE1,CKGCHCrur,PM25,1,2045,0.0
RE1,CKGCHCrur,PM25,1,2046,0.0
RE1,CKGCHCrur,PM25,1,2047,0.0
RE1,CKGCHCrur,PM25,1,2048,0.0
RE1,CKGCHCrur,PM25,1,2049,0.0
RE1,CKGCHCrur,PM25,1,2050,0.0
RE1,CKGCHCrur,PM25rur,1,2019,0.4826
RE1,CKGCHCrur,PM25rur,1,2020,0.4826
RE1,CKGCHCrur,PM25rur,1,2021,0.4826
RE1,CKGCHCrur,PM25rur,1,2022,0.4826
RE1,CKGCHCrur,PM25rur,1,2023,0.4826
RE1,CKGCHCrur,PM25rur,1,2024,0.4826
RE1,CKGCHCrur,PM25rur,1,2025,0.4826
RE1,CKGCHCrur,PM25rur,1,2026,0.4826
RE1,CKGCHCrur,PM25rur,1,2027,0.4826
RE1,CKGCHCrur,PM25rur,1,2028,0.4826
RE1,CKGCHCrur,PM25rur,1,2029,0.4826
RE1,CKGCHCrur,PM25rur,1,2030,0.4826
RE1,CKGCHCrur,PM25rur,1,2031,0.4826
RE1,CKGCHCrur,PM25rur,1,2032,0.4826
RE1,CKGCHCrur,PM25rur,1,2033,0.4826
RE1,CKGCHCrur,PM25rur,1,2034,0.4826
RE1,CKGCHCrur,PM25rur,1,2035,0.4826
RE1,CKGCHCrur,PM25rur,1,2036,0.4826
RE1,CKGCHCrur,PM25rur,1,2037,0.4826
RE1,CKGCHCrur,PM25rur,1,2038,0.4826
RE1,CKGCHCrur,PM25rur,1,2039,0.4826
RE1,CKGCHCrur,PM25rur,1,2040,0.4826
RE1,CKGCHCrur,PM25rur,1,2041,0.4826
RE1,CKGCHCrur,PM25rur,1,2042,0.4826
RE1,CKGCHCrur,PM25rur,1,2043,0.4826
RE1,CKGCHCrur,PM25rur,1,2044,0.4826
RE1,CKGCHCrur,PM25rur,1,2045,0.4826
RE1,CKGCHCrur,PM25rur,1,2046,0.4826
RE1,CKGCHCrur,PM25rur,1,2047,0.4826
RE1,CKGCHCrur,PM25rur,1,2048,0.4826
RE1,CKGCHCrur,PM25rur,1,2049,0.4826
RE1,CKGCHCrur,PM25rur,1,2050,0.4826
RE1,CKGOTHrur,CO2,1,2019,588.0
RE1,CKGOTHrur,CO2,1,2020,588.0
RE1,CKGOTHrur,CO2,1,2021,588.0
RE1,CKGOTHrur,CO2,1,2022,588.0
RE1,CKGOTHrur,CO2,1,2023,588.0
RE1,CKGOTHrur,CO2,1,2024,588.0
RE1,CKGOTHrur,CO2,1,2025,588.0
RE1,CKGOTHrur,CO2,1,2026,588.0
RE1,CKGOTHrur,CO2,1,2027,588.0
RE1,CKGOTHrur,CO2,1,2028,588.0
RE1,CKGOTHrur,CO2,1,2029,588.0
RE1,CKGOTHrur,CO2,1,2030,588.0
RE1,CKGOTHrur,CO2,1,2031,588.0
RE1,CKGOTHrur,CO2,1,2032,588.0
RE1,CKGOTHrur,CO2,1,2033,588.0
RE1,CKGOTHrur,CO2,1,2034,588.0
RE1,CKGOTHrur,CO2,1,2035,588.0
RE1,CKGOTHrur,CO2,1,2036,588.0
RE1,CKGOTHrur,CO2,1,2037,588.0
RE1,CKGOTHrur,CO2,1,2038,588.0
RE1,CKGOTHrur,CO2,1,2039,588.0
RE1,CKGOTHrur,CO2,1,2040,588.0
RE1,CKGOTHrur,CO2,1,2041,588.0
RE1,CKGOTHrur,CO2,1,2042,588.0
RE1,CKGOTHrur,CO2,1,2043,588.0
RE1,CKGOTHrur,CO2,1,2044,588.0
RE1,CKGOTHrur,CO2,1,2045,588.0
RE1,CKGOTHrur,CO2,1,2046,588.0
RE1,CKGOTHrur,CO2,1,2047,588.0
RE1,CKGOTHrur,CO2,1,2048,588.0
RE1,CKGOTHrur,CO2,1,2049,588.0
RE1,CKGOTHrur,CO2,1,2050,588.0
RE1,CKGOTHrur,PM25,1,2019,0.0
RE1,CKGOTHrur,PM25,1,2020,0.0
RE1,CKGOTHrur,PM25,1,2021,0.0
RE1,CKGOTHrur,PM25,1,2022,0.0
RE1,CKGOTHrur,PM25,1,2023,0.0
RE1,CKGOTHrur,PM25,1,2024,0.0
RE1,CKGOTHrur,PM25,1,2025,0.0
RE1,CKGOTHrur,PM25,1,2026,0.0
RE1,CKGOTHrur,PM25,1,2027,0.0
RE1,CKGOTHrur,PM25,1,2028,0.0
RE1,CKGOTHrur,PM25,1,2029,0.0
RE1,CKGOTHrur,PM25,1,2030,0.0
RE1,CKGOTHrur,PM25,1,2031,0.0
RE1,CKGOTHrur,PM25,1,2032,0.0
RE1,CKGOTHrur,PM25,1,2033,0.0
RE1,CKGOTHrur,PM25,1,2034,0.0
RE1,CKGOTHrur,PM25,1,2035,0.0
RE1,CKGOTHrur,PM25,1,2036,0.0
RE1,CKGOTHrur,PM25,1,2037,0.0
RE1,CKGOTHrur,PM25,1,2038,0.0
RE1,CKGOTHrur,PM25,1,2039,0.0
RE1,CKGOTHrur,PM25,1,2040,0.0
RE1,CKGOTHrur,PM25,1,2041,0.0
RE1,CKGOTHrur,PM25,1,2042,0.0
RE1,CKGOTHrur,PM25,1,2043,0.0
RE1,CKGOTHrur,PM25,1,2044,0.0
RE1,CKGOTHrur,PM25,1,2045,0.0
RE1,CKGOTHrur,PM25,1,2046,0.0
RE1,CKGOTHrur,PM25,1,2047,0.0
RE1,CKGOTHrur,PM25,1,2048,0.0
RE1,CKGOTHrur,PM25,1,2049,0.0
RE1,CKGOTHrur,PM25,1,2050,0.0
RE1,CKGOTHrur,PM25rur,1,2019,3.8661
RE1,CKGOTHrur,PM25rur,1,2020,3.8661
RE1,CKGOTHrur,PM25rur,1,2021,3.8661
RE1,CKGOTHrur,PM25rur,1,2022,3.8661
RE1,CKGOTHrur,PM25rur,1,2023,3.8661
RE1,CKGOTHrur,PM25rur,1,2024,3.8661
RE1,CKGOTHrur,PM25rur,1,2025,3.8661
RE1,CKGOTHrur,PM25rur,1,2026,3.8661
RE1,CKGOTHrur,PM25rur,1,2027,3.8661
RE1,CKGOTHrur,PM25rur,1,2028,3.8661
RE1,CKGOTHrur,PM25rur,1,2029,3.8661
RE1,CKGOTHrur,PM25rur,1,2030,3.8661
RE1,CKGOTHrur,PM25rur,1,2031,3.8661
RE1,CKGOTHrur,PM25rur,1,2032,3.8661
RE1,CKGOTHrur,PM25rur,1,2033,3.8661
RE1,CKGOTHrur,PM25rur,1,2034,3.8661
RE1,CKGOTHrur,PM25rur,1,2035,3.8661
RE1,CKGOTHrur,PM25rur,1,2036,3.8661
RE1,CKGOTHrur,PM25rur,1,2037,3.8661
RE1,CKGOTHrur,PM25rur,1,2038,3.8661
RE1,CKGOTHrur,PM25rur,1,2039,3.8661
RE1,CKGOTHrur,PM25rur,1,2040,3.8661
RE1,CKGOTHrur,PM25rur,1,2041,3.8661
RE1,CKGOTHrur,PM25rur,1,2042,3.8661
RE1,CKGOTHrur,PM25rur,1,2043,3.8661
RE1,CKGOTHrur,PM25rur,1,2044,3.8661
RE1,CKGOTHrur,PM25rur,1,2045,3.8661
RE1,CKGOTHrur,PM25rur,1,2046,3.8661
RE1,CKGOTHrur,PM25rur,1,2047,3.8661
RE1,CKGOTHrur,PM25rur,1,2048,3.8661
RE1,CKGOTHrur,PM25rur,1,2049,3.8661
RE1,CKGOTHrur,PM25rur,1,2050,3.8661
RE1,DEMAGRDSL,CO2,1,2019,74.1
RE1,DEMAGRDSL,CO2,1,2020,74.1
RE1,DEMAGRDSL,CO2,1,2021,74.1
RE1,DEMAGRDSL,CO2,1,2022,74.1
RE1,DEMAGRDSL,CO2,1,2023,74.1
RE1,DEMAGRDSL,CO2,1,2024,74.1
RE1,DEMAGRDSL,CO2,1,2025,74.1
RE1,DEMAGRDSL,CO2,1,2026,74.1
RE1,DEMAGRDSL,CO2,1,2027,74.1
RE1,DEMAGRDSL,CO2,1,2028,74.1
RE1,DEMAGRDSL,CO2,1,2029,74.1
RE1,DEMAGRDSL,CO2,1,2030,74.1
RE1,DEMAGRDSL,CO2,1,2031,74.1
RE1,DEMAGRDSL,CO2,1,2032,74.1
RE1,DEMAGRDSL,CO2,1,2033,74.1
RE1,DEMAGRDSL,CO2,1,2034,74.1
RE1,DEMAGRDSL,CO2,1,2035,74.1
RE1,DEMAGRDSL,CO2,1,2036,74.1
RE1,DEMAGRDSL,CO2,1,2037,74.1
RE1,DEMAGRDSL,CO2,1,2038,74.1
RE1,DEMAGRDSL,CO2,1,2039,74.1
RE1,DEMAGRDSL,CO2,1,2040,74.1
RE1,DEMAGRDSL,CO2,1,2041,74.1
RE1,DEMAGRDSL,CO2,1,2042,74.1
RE1,DEMAGRDSL,CO2,1,2043,74.1
RE1,DEMAGRDSL,CO2,1,2044,74.1
RE1,DEMAGRDSL,CO2,1,2045,74.1
RE1,DEMAGRDSL,CO2,1,2046,74.1
RE1,DEMAGRDSL,CO2,1,2047,74.1
RE1,DEMAGRDSL,CO2,1,2048,74.1
RE1,DEMAGRDSL,CO2,1,2049,74.1
RE1,DEMAGRDSL,CO2,1,2050,74.1
RE1,CKGICSrur,CO2,1,2019,368.0
RE1,CKGICSrur,CO2,1,2020,368.0
RE1,CKGICSrur,CO2,1,2021,368.0
RE1,CKGICSrur,CO2,1,2022,368.0
RE1,CKGICSrur,CO2,1,2023,368.0
RE1,CKGICSrur,CO2,1,2024,368.0
RE1,CKGICSrur,CO2,1,2025,368.0
RE1,CKGICSrur,CO2,1,2026,368.0
RE1,CKGICSrur,CO2,1,2027,368.0
RE1,CKGICSrur,CO2,1,2028,368.0
RE1,CKGICSrur,CO2,1,2029,368.0
RE1,CKGICSrur,CO2,1,2030,368.0
RE1,CKGICSrur,CO2,1,2031,368.0
RE1,CKGICSrur,CO2,1,2032,368.0
RE1,CKGICSrur,CO2,1,2033,368.0
RE1,CKGICSrur,CO2,1,2034,368.0
RE1,CKGICSrur,CO2,1,2035,368.0
RE1,CKGICSrur,CO2,1,2036,368.0
RE1,CKGICSrur,CO2,1,2037,368.0
RE1,CKGICSrur,CO2,1,2038,368.0
RE1,CKGICSrur,CO2,1,2039,368.0
RE1,CKGICSrur,CO2,1,2040,368.0
RE1,CKGICSrur,CO2,1,2041,368.0
RE1,CKGICSrur,CO2,1,2042,368.0
RE1,CKGICSrur,CO2,1,2043,368.0
RE1,CKGICSrur,CO2,1,2044,368.0
RE1,CKGICSrur,CO2,1,2045,368.0
RE1,CKGICSrur,CO2,1,2046,368.0
RE1,CKGICSrur,CO2,1,2047,368.0
RE1,CKGICSrur,CO2,1,2048,368.0
RE1,CKGICSrur,CO2,1,2049,368.0
RE1,CKGICSrur,CO2,1,2050,368.0
RE1,CKGICSrur,PM25,1,2019,0.0
RE1,CKGICSrur,PM25,1,2020,0.0
RE1,CKGICSrur,PM25,1,2021,0.0
RE1,CKGICSrur,PM25,1,2022,0.0
RE1,CKGICSrur,PM25,1,2023,0.0
RE1,CKGICSrur,PM25,1,2024,0.0
RE1,CKGICSrur,PM25,1,2025,0.0
RE1,CKGICSrur,PM25,1,2026,0.0
RE1,CKGICSrur,PM25,1,2027,0.0
RE1,CKGICSrur,PM25,1,2028,0.0
RE1,CKGICSrur,PM25,1,2029,0.0
RE1,CKGICSrur,PM25,1,2030,0.0
RE1,CKGICSrur,PM25,1,2031,0.0
RE1,CKGICSrur,PM25,1,2032,0.0
RE1,CKGICSrur,PM25,1,2033,0.0
RE1,CKGICSrur,PM25,1,2034,0.0
RE1,CKGICSrur,PM25,1,2035,0.0
RE1,CKGICSrur,PM25,1,2036,0.0
RE1,CKGICSrur,PM25,1,2037,0.0
RE1,CKGICSrur,PM25,1,2038,0.0
RE1,CKGICSrur,PM25,1,2039,0.0
RE1,CKGICSrur,PM25,1,2040,0.0
RE1,CKGICSrur,PM25,1,2041,0.0
RE1,CKGICSrur,PM25,1,2042,0.0
RE1,CKGICSrur,PM25,1,2043,0.0
RE1,CKGICSrur,PM25,1,2044,0.0
RE1,CKGICSrur,PM25,1,2045,0.0
RE1,CKGICSrur,PM25,1,2046,0.0
RE1,CKGICSrur,PM25,1,2047,0.0
RE1,CKGICSrur,PM25,1,2048,0.0
RE1,CKGICSrur,PM25,1,2049,0.0
RE1,CKGICSrur,PM25,1,2050,0.0
RE1,CKGICSrur,PM25rur,1,2019,0.6606
RE1,CKGICSrur,PM25rur,1,2020,0.6606
RE1,CKGICSrur,PM25rur,1,2021,0.6606
RE1,CKGICSrur,PM25rur,1,2022,0.6606
RE1,CKGICSrur,PM25rur,1,2023,0.6606
RE1,CKGICSrur,PM25rur,1,2024,0.6606
RE1,CKGICSrur,PM25rur,1,2025,0.6606
RE1,CKGICSrur,PM25rur,1,2026,0.6606
RE1,CKGICSrur,PM25rur,1,2027,0.6606
RE1,CKGICSrur,PM25rur,1,2028,0.6606
RE1,CKGICSrur,PM25rur,1,2029,0.6606
RE1,CKGICSrur,PM25rur,1,2030,0.6606
RE1,CKGICSrur,PM25rur,1,2031,0.6606
RE1,CKGICSrur,PM25rur,1,2032,0.6606
RE1,CKGICSrur,PM25rur,1,2033,0.6606
RE1,CKGICSrur,PM25rur,1,2034,0.6606
RE1,CKGICSrur,PM25rur,1,2035,0.6606
RE1,CKGICSrur,PM25rur,1,2036,0.6606
RE1,CKGICSrur,PM25rur,1,2037,0.6606
RE1,CKGICSrur,PM25rur,1,2038,0.6606
RE1,CKGICSrur,PM25rur,1,2039,0.6606
RE1,CKGICSrur,PM25rur,1,2040,0.6606
RE1,CKGICSrur,PM25rur,1,2041,0.6606
RE1,CKGICSrur,PM25rur,1,2042,0.6606
RE1,CKGICSrur,PM25rur,1,2043,0.6606
RE1,CKGICSrur,PM25rur,1,2044,0.6606
RE1,CKGICSrur,PM25rur,1,2045,0.6606
RE1,CKGICSrur,PM25rur,1,2046,0.6606
RE1,CKGICSrur,PM25rur,1,2047,0.6606
RE1,CKGICSrur,PM25rur,1,2048,0.6606
RE1,CKGICSrur,PM25rur,1,2049,0.6606
RE1,CKGICSrur,PM25rur,1,2050,0.6606
RE1,CKGICSurb,CO2,1,2019,368.0
RE1,CKGICSurb,CO2,1,2020,368.0
RE1,CKGICSurb,CO2,1,2021,368.0
RE1,CKGICSurb,CO2,1,2022,368.0
RE1,CKGICSurb,CO2,1,2023,368.0
RE1,CKGICSurb,CO2,1,2024,368.0
RE1,CKGICSurb,CO2,1,2025,368.0
RE1,CKGICSurb,CO2,1,2026,368.0
RE1,CKGICSurb,CO2,1,2027,368.0
RE1,CKGICSurb,CO2,1,2028,368.0
RE1,CKGICSurb,CO2,1,2029,368.0
RE1,CKGICSurb,CO2,1,2030,368.0
RE1,CKGICSurb,CO2,1,2031,368.0
RE1,CKGICSurb,CO2,1,2032,368.0
RE1,CKGICSurb,CO2,1,2033,368.0
RE1,CKGICSurb,CO2,1,2034,368.0
RE1,CKGICSurb,CO2,1,2035,368.0
RE1,CKGICSurb,CO2,1,2036,368.0
RE1,CKGICSurb,CO2,1,2037,368.0
RE1,CKGICSurb,CO2,1,2038,368.0
RE1,CKGICSurb,CO2,1,2039,368.0
RE1,CKGICSurb,CO2,1,2040,368.0
RE1,CKGICSurb,CO2,1,2041,368.0
RE1,CKGICSurb,CO2,1,2042,368.0
RE1,CKGICSurb,CO2,1,2043,368.0
RE1,CKGICSurb,CO2,1,2044,368.0
RE1,CKGICSurb,CO2,1,2045,368.0
RE1,CKGICSurb,CO2,1,2046,368.0
RE1,CKGICSurb,CO2,1,2047,368.0
RE1,CKGICSurb,CO2,1,2048,368.0
RE1,CKGICSurb,CO2,1,2049,368.0
RE1,CKGICSurb,CO2,1,2050,368.0
RE1,CKGICSurb,PM25,1,2019,0.6606
RE1,CKGICSurb,PM25,1,2020,0.6606
RE1,CKGICSurb,PM25,1,2021,0.6606
RE1,CKGICSurb,PM25,1,2022,0.6606
RE1,CKGICSurb,PM25,1,2023,0.6606
RE1,CKGICSurb,PM25,1,2024,0.6606
RE1,CKGICSurb,PM25,1,2025,0.6606
RE1,CKGICSurb,PM25,1,2026,0.6606
RE1,CKGICSurb,PM25,1,2027,0.6606
RE1,CKGICSurb,PM25,1,2028,0.6606
RE1,CKGICSurb,PM25,1,2029,0.6606
RE1,CKGICSurb,PM25,1,2030,0.6606
RE1,CKGICSurb,PM25,1,2031,0.6606
RE1,CKGICSurb,PM25,1,2032,0.6606
RE1,CKGICSurb,PM25,1,2033,0.6606
RE1,CKGICSurb,PM25,1,2034,0.6606
RE1,CKGICSurb,PM25,1,2035,0.6606
RE1,CKGICSurb,PM25,1,2036,0.6606
RE1,CKGICSurb,PM25,1,2037,0.6606
RE1,CKGICSurb,PM25,1,2038,0.6606
RE1,CKGICSurb,PM25,1,2039,0.6606
RE1,CKGICSurb,PM25,1,2040,0.6606
RE1,CKGICSurb,PM25,1,2041,0.6606
RE1,CKGICSurb,PM25,1,2042,0.6606
RE1,CKGICSurb,PM25,1,2043,0.6606
RE1,CKGICSurb,PM25,1,2044,0.6606
RE1,CKGICSurb,PM25,1,2045,0.6606
RE1,CKGICSurb,PM25,1,2046,0.6606
RE1,CKGICSurb,PM25,1,2047,0.6606
RE1,CKGICSurb,PM25,1,2048,0.6606
RE1,CKGICSurb,PM25,1,2049,0.6606
RE1,CKGICSurb,PM25,1,2050,0.6606
RE1,CKGICSchurb,CO2,1,2019,261.0
RE1,CKGICSchurb,CO2,1,2020,261.0
RE1,CKGICSchurb,CO2,1,2021,261.0
RE1,CKGICSchurb,CO2,1,2022,261.0
RE1,CKGICSchurb,CO2,1,2023,261.0
RE1,CKGICSchurb,CO2,1,2024,261.0
RE1,CKGICSchurb,CO2,1,2025,261.0
RE1,CKGICSchurb,CO2,1,2026,261.0
RE1,CKGICSchurb,CO2,1,2027,261.0
RE1,CKGICSchurb,CO2,1,2028,261.0
RE1,CKGICSchurb,CO2,1,2029,261.0
RE1,CKGICSchurb,CO2,1,2030,261.0
RE1,CKGICSchurb,CO2,1,2031,261.0
RE1,CKGICSchurb,CO2,1,2032,261.0
RE1,CKGICSchurb,CO2,1,2033,261.0
RE1,CKGICSchurb,CO2,1,2034,261.0
RE1,CKGICSchurb,CO2,1,2035,261.0
RE1,CKGICSchurb,CO2,1,2036,261.0
RE1,CKGICSchurb,CO2,1,2037,261.0
RE1,CKGICSchurb,CO2,1,2038,261.0
RE1,CKGICSchurb,CO2,1,2039,261.0
RE1,CKGICSchurb,CO2,1,2040,261.0
RE1,CKGICSchurb,CO2,1,2041,261.0
RE1,CKGICSchurb,CO2,1,2042,261.0
RE1,CKGICSchurb,CO2,1,2043,261.0
RE1,CKGICSchurb,CO2,1,2044,261.0
