REGION,FUEL,TIMESLICE,YEAR,VALUE
RE1,DEMCCO,S11,2019,0.0358
RE1,DEMCCO,S11,2020,0.0358
RE1,DEMCCO,S11,2021,0.0358
RE1,DEMCCO,S11,2022,0.0358
RE1,DEMCCO,S11,2023,0.0358
RE1,DEMCCO,S11,2024,0.0358
RE1,DEMCCO,S11,2025,0.0358
RE1,DEMCCO,S11,2026,0.0358
RE1,DEMCCO,S11,2027,0.0358
RE1,DEMCCO,S11,2028,0.0358
RE1,DEMCCO,S11,2029,0.0358
RE1,DEMCCO,S11,2030,0.0358
RE1,DEMCCO,S11,2031,0.0358
RE1,DEMCCO,S11,2032,0.0358
RE1,DEMCCO,S11,2033,0.0358
RE1,DEMCCO,S11,2034,0.0358
RE1,DEMCCO,S11,2035,0.0358
RE1,DEMCCO,S11,2036,0.0358
RE1,DEMCCO,S11,2037,0.0358
RE1,DEMCCO,S11,2038,0.0358
RE1,DEMCCO,S11,2039,0.0358
RE1,DEMCCO,S11,2040,0.0358
RE1,DEMCCO,S11,2041,0.0358
RE1,DEMCCO,S11,2042,0.0358
RE1,DEMCCO,S11,2043,0.0358
RE1,DEMCCO,S11,2044,0.0358
RE1,DEMCCO,S11,2045,0.0358
RE1,DEMCCO,S11,2046,0.0358
RE1,DEMCCO,S11,2047,0.0358
RE1,DEMCCO,S11,2048,0.0358
RE1,DEMCCO,S11,2049,0.0358
RE1,DEMCCO,S11,2050,0.0358
RE1,DEMRC1,S11,2019,0.0358
RE1,DEMRC1,S11,2020,0.0358
RE1,DEMRC1,S11,2021,0.0358
RE1,DEMRC1,S11,2022,0.0358
RE1,DEMRC1,S11,2023,0.0358
RE1,DEMRC1,S11,2024,0.0358
RE1,DEMRC1,S11,2025,0.0358
RE1,DEMRC1,S11,2026,0.0358
RE1,DEMRC1,S11,2027,0.0358
RE1,DEMRC1,S11,2028,0.0358
RE1,DEMRC1,S11,2029,0.0358
RE1,DEMRC1,S11,2030,0.0358
RE1,DEMRC1,S11,2031,0.0358
RE1,DEMRC1,S11,2032,0.0358
RE1,DEMRC1,S11,2033,0.0358
RE1,DEMRC1,S11,2034,0.0358
RE1,DEMRC1,S11,2035,0.0358
RE1,DEMRC1,S11,2036,0.0358
RE1,DEMRC1,S11,2037,0.0358
RE1,DEMRC1,S11,2038,0.0358
RE1,DEMRC1,S11,2039,0.0358
RE1,DEMRC1,S11,2040,0.0358
RE1,DEMRC1,S11,2041,0.0358
RE1,DEMRC1,S11,2042,0.0358
RE1,DEMRC1,S11,2043,0.0358
RE1,DEMRC1,S11,2044,0.0358
RE1,DEMRC1,S11,2045,0.0358
RE1,DEMRC1,S11,2046,0.0358
RE1,DEMRC1,S11,2047,0.0358
RE1,DEMRC1,S11,2048,0.0358
RE1,DEMRC1,S11,2049,0.0358
RE1,DEMRC1,S11,2050,0.0358
RE1,DEMRC2,S11,2019,0.0358
RE1,DEMRC2,S11,2020,0.0358
RE1,DEMRC2,S11,2021,0.0358
RE1,DEMRC2,S11,2022,0.0358
RE1,DEMRC2,S11,2023,0.0358
RE1,DEMRC2,S11,2024,0.0358
RE1,DEMRC2,S11,2025,0.0358
RE1,DEMRC2,S11,2026,0.0358
RE1,DEMRC2,S11,2027,0.0358
RE1,DEMRC2,S11,2028,0.0358
RE1,DEMRC2,S11,2029,0.0358
RE1,DEMRC2,S11,2030,0.0358
RE1,DEMRC2,S11,2031,0.0358
RE1,DEMRC2,S11,2032,0.0358
RE1,DEMRC2,S11,2033,0.0358
RE1,DEMRC2,S11,2034,0.0358
RE1,DEMRC2,S11,2035,0.0358
RE1,DEMRC2,S11,2036,0.0358
RE1,DEMRC2,S11,2037,0.0358
RE1,DEMRC2,S11,2038,0.0358
RE1,DEMRC2,S11,2039,0.0358
RE1,DEMRC2,S11,2040,0.0358
RE1,DEMRC2,S11,2041,0.0358
RE1,DEMRC2,S11,2042,0.0358
RE1,DEMRC2,S11,2043,0.0358
RE1,DEMRC2,S11,2044,0.0358
RE1,DEMRC2,S11,2045,0.0358
RE1,DEMRC2,S11,2046,0.0358
RE1,DEMRC2,S11,2047,0.0358
RE1,DEMRC2,S11,2048,0.0358
RE1,DEMRC2,S11,2049,0.0358
RE1,DEMRC2,S11,2050,0.0358
RE1,DEMRL1,S11,2019,0.0358
RE1,DEMRL1,S11,2020,0.0358
RE1,DEMRL1,S11,2021,0.0358
RE1,DEMRL1,S11,2022,0.0358
RE1,DEMRL1,S11,2023,0.0358
RE1,DEMRL1,S11,2024,0.0358
RE1,DEMRL1,S11,2025,0.0358
RE1,DEMRL1,S11,2026,0.0358
RE1,DEMRL1,S11,2027,0.0358
RE1,DEMRL1,S11,2028,0.0358
RE1,DEMRL1,S11,2029,0.0358
RE1,DEMRL1,S11,2030,0.0358
RE1,DEMRL1,S11,2031,0.0358
RE1,DEMRL1,S11,2032,0.0358
RE1,DEMRL1,S11,2033,0.0358
RE1,DEMRL1,S11,2034,0.0358
RE1,DEMRL1,S11,2035,0.0358
RE1,DEMRL1,S11,2036,0.0358
RE1,DEMRL1,S11,2037,0.0358
RE1,DEMRL1,S11,2038,0.0358
RE1,DEMRL1,S11,2039,0.0358
RE1,DEMRL1,S11,2040,0.0358
RE1,DEMRL1,S11,2041,0.0358
RE1,DEMRL1,S11,2042,0.0358
RE1,DEMRL1,S11,2043,0.0358
RE1,DEMRL1,S11,2044,0.0358
RE1,DEMRL1,S11,2045,0.0358
RE1,DEMRL1,S11,2046,0.0358
RE1,DEMRL1,S11,2047,0.0358
RE1,DEMRL1,S11,2048,0.0358
RE1,DEMRL1,S11,2049,0.0358
RE1,DEMRL1,S11,2050,0.0358
RE1,DEMRL2,S11,2019,0.0358
RE1,DEMRL2,S11,2020,0.0358
RE1,DEMRL2,S11,2021,0.0358
RE1,DEMRL2,S11,2022,0.0358
RE1,DEMRL2,S11,2023,0.0358
RE1,DEMRL2,S11,2024,0.0358
RE1,DEMRL2,S11,2025,0.0358
RE1,DEMRL2,S11,2026,0.0358
RE1,DEMRL2,S11,2027,0.0358
RE1,DEMRL2,S11,2028,0.0358
RE1,DEMRL2,S11,2029,0.0358
RE1,DEMRL2,S11,2030,0.0358
RE1,DEMRL2,S11,2031,0.0358
RE1,DEMRL2,S11,2032,0.0358
RE1,DEMRL2,S11,2033,0.0358
RE1,DEMRL2,S11,2034,0.0358
RE1,DEMRL2,S11,2035,0.0358
RE1,DEMRL2,S11,2036,0.0358
RE1,DEMRL2,S11,2037,0.0358
RE1,DEMRL2,S11,2038,0.0358
RE1,DEMRL2,S11,2039,0.0358
RE1,DEMRL2,S11,2040,0.0358
RE1,DEMRL2,S11,2041,0.0358
RE1,DEMRL2,S11,2042,0.0358
RE1,DEMRL2,S11,2043,0.0358
RE1,DEMRL2,S11,2044,0.0358
RE1,DEMRL2,S11,2045,0.0358
RE1,DEMRL2,S11,2046,0.0358
RE1,DEMRL2,S11,2047,0.0358
RE1,DEMRL2,S11,2048,0.0358
RE1,DEMRL2,S11,2049,0.0358
RE1,DEMRL2,S11,2050,0.0358
RE1,DEMRO1,S11,2019,0.0358
RE1,DEMRO1,S11,2020,0.0358
RE1,DEMRO1,S11,2021,0.0358
RE1,DEMRO1,S11,2022,0.0358
RE1,DEMRO1,S11,2023,0.0358
RE1,DEMRO1,S11,2024,0.0358
RE1,DEMRO1,S11,2025,0.0358
RE1,DEMRO1,S11,2026,0.0358
RE1,DEMRO1,S11,2027,0.0358
RE1,DEMRO1,S11,2028,0.0358
RE1,DEMRO1,S11,2029,0.0358
RE1,DEMRO1,S11,2030,0.0358
RE1,DEMRO1,S11,2031,0.0358
RE1,DEMRO1,S11,2032,0.0358
RE1,DEMRO1,S11,2033,0.0358
RE1,DEMRO1,S11,2034,0.0358
RE1,DEMRO1,S11,2035,0.0358
RE1,DEMRO1,S11,2036,0.0358
RE1,DEMRO1,S11,2037,0.0358
RE1,DEMRO1,S11,2038,0.0358
RE1,DEMRO1,S11,2039,0.0358
RE1,DEMRO1,S11,2040,0.0358
RE1,DEMRO1,S11,2041,0.0358
RE1,DEMRO1,S11,2042,0.0358
RE1,DEMRO1,S11,2043,0.0358
RE1,DEMRO1,S11,2044,0.0358
RE1,DEMRO1,S11,2045,0.0358
RE1,DEMRO1,S11,2046,0.0358
RE1,DEMRO1,S11,2047,0.0358
RE1,DEMRO1,S11,2048,0.0358
RE1,DEMRO1,S11,2049,0.0358
RE1,DEMRO1,S11,2050,0.0358
RE1,DEMRO2,S11,2019,0.0358
RE1,DEMRO2,S11,2020,0.0358
RE1,DEMRO2,S11,2021,0.0358
RE1,DEMRO2,S11,2022,0.0358
RE1,DEMRO2,S11,2023,0.0358
RE1,DEMRO2,S11,2024,0.0358
RE1,DEMRO2,S11,2025,0.0358
RE1,DEMRO2,S11,2026,0.0358
RE1,DEMRO2,S11,2027,0.0358
RE1,DEMRO2,S11,2028,0.0358
RE1,DEMRO2,S11,2029,0.0358
RE1,DEMRO2,S11,2030,0.0358
RE1,DEMRO2,S11,2031,0.0358
RE1,DEMRO2,S11,2032,0.0358
RE1,DEMRO2,S11,2033,0.0358
RE1,DEMRO2,S11,2034,0.0358
RE1,DEMRO2,S11,2035,0.0358
RE1,DEMRO2,S11,2036,0.0358
RE1,DEMRO2,S11,2037,0.0358
RE1,DEMRO2,S11,2038,0.0358
RE1,DEMRO2,S11,2039,0.0358
RE1,DEMRO2,S11,2040,0.0358
RE1,DEMRO2,S11,2041,0.0358
RE1,DEMRO2,S11,2042,0.0358
RE1,DEMRO2,S11,2043,0.0358
RE1,DEMRO2,S11,2044,0.0358
RE1,DEMRO2,S11,2045,0.0358
RE1,DEMRO2,S11,2046,0.0358
RE1,DEMRO2,S11,2047,0.0358
RE1,DEMRO2,S11,2048,0.0358
RE1,DEMRO2,S11,2049,0.0358
RE1,DEMRO2,S11,2050,0.0358
RE1,DEMCCO,S12,2019,0.0227
RE1,DEMCCO,S12,2020,0.0227
RE1,DEMCCO,S12,2021,0.0227
RE1,DEMCCO,S12,2022,0.0227
RE1,DEMCCO,S12,2023,0.0227
RE1,DEMCCO,S12,2024,0.0227
RE1,DEMCCO,S12,2025,0.0227
RE1,DEMCCO,S12,2026,0.0227
RE1,DEMCCO,S12,2027,0.0227
RE1,DEMCCO,S12,2028,0.0227
RE1,DEMCCO,S12,2029,0.0227
RE1,DEMCCO,S12,2030,0.0227
RE1,DEMCCO,S12,2031,0.0227
RE1,DEMCCO,S12,2032,0.0227
RE1,DEMCCO,S12,2033,0.0227
RE1,DEMCCO,S12,2034,0.0227
RE1,DEMCCO,S12,2035,0.0227
RE1,DEMCCO,S12,2036,0.0227
RE1,DEMCCO,S12,2037,0.0227
RE1,DEMCCO,S12,2038,0.0227
RE1,DEMCCO,S12,2039,0.0227
RE1,DEMCCO,S12,2040,0.0227
RE1,DEMCCO,S12,2041,0.0227
RE1,DEMCCO,S12,2042,0.0227
RE1,DEMCCO,S12,2043,0.0227
RE1,DEMCCO,S12,2044,0.0227
RE1,DEMCCO,S12,2045,0.0227
RE1,DEMCCO,S12,2046,0.0227
RE1,DEMCCO,S12,2047,0.0227
RE1,DEMCCO,S12,2048,0.0227
RE1,DEMCCO,S12,2049,0.0227
RE1,DEMCCO,S12,2050,0.0227
RE1,DEMRC1,S12,2019,0.0227
RE1,DEMRC1,S12,2020,0.0227
RE1,DEMRC1,S12,2021,0.0227
RE1,DEMRC1,S12,2022,0.0227
RE1,DEMRC1,S12,2023,0.0227
RE1,DEMRC1,S12,2024,0.0227
RE1,DEMRC1,S12,2025,0.0227
RE1,DEMRC1,S12,2026,0.0227
RE1,DEMRC1,S12,2027,0.0227
RE1,DEMRC1,S12,2028,0.0227
RE1,DEMRC1,S12,2029,0.0227
RE1,DEMRC1,S12,2030,0.0227
RE1,DEMRC1,S12,2031,0.0227
RE1,DEMRC1,S12,2032,0.0227
RE1,DEMRC1,S12,2033,0.0227
RE1,DEMRC1,S12,2034,0.0227
RE1,DEMRC1,S12,2035,0.0227
RE1,DEMRC1,S12,2036,0.0227
RE1,DEMRC1,S12,2037,0.0227
RE1,DEMRC1,S12,2038,0.0227
RE1,DEMRC1,S12,2039,0.0227
RE1,DEMRC1,S12,2040,0.0227
RE1,DEMRC1,S12,2041,0.0227
RE1,DEMRC1,S12,2042,0.0227
RE1,DEMRC1,S12,2043,0.0227
RE1,DEMRC1,S12,2044,0.0227
RE1,DEMRC1,S12,2045,0.0227
RE1,DEMRC1,S12,2046,0.0227
RE1,DEMRC1,S12,2047,0.0227
RE1,DEMRC1,S12,2048,0.0227
RE1,DEMRC1,S12,2049,0.0227
RE1,DEMRC1,S12,2050,0.0227
RE1,DEMRC2,S12,2019,0.0227
RE1,DEMRC2,S12,2020,0.0227
RE1,DEMRC2,S12,2021,0.0227
RE1,DEMRC2,S12,2022,0.0227
RE1,DEMRC2,S12,2023,0.0227
RE1,DEMRC2,S12,2024,0.0227
RE1,DEMRC2,S12,2025,0.0227
RE1,DEMRC2,S12,2026,0.0227
RE1,DEMRC2,S12,2027,0.0227
RE1,DEMRC2,S12,2028,0.0227
RE1,DEMRC2,S12,2029,0.0227
RE1,DEMRC2,S12,2030,0.0227
RE1,DEMRC2,S12,2031,0.0227
RE1,DEMRC2,S12,2032,0.0227
RE1,DEMRC2,S12,2033,0.0227
RE1,DEMRC2,S12,2034,0.0227
RE1,DEMRC2,S12,2035,0.0227
RE1,DEMRC2,S12,2036,0.0227
RE1,DEMRC2,S12,2037,0.0227
RE1,DEMRC2,S12,2038,0.0227
RE1,DEMRC2,S12,2039,0.0227
RE1,DEMRC2,S12,2040,0.0227
RE1,DEMRC2,S12,2041,0.0227
RE1,DEMRC2,S12,2042,0.0227
RE1,DEMRC2,S12,2043,0.0227
RE1,DEMRC2,S12,2044,0.0227
RE1,DEMRC2,S12,2045,0.0227
RE1,DEMRC2,S12,2046,0.0227
RE1,DEMRC2,S12,2047,0.0227
RE1,DEMRC2,S12,2048,0.0227
RE1,DEMRC2,S12,2049,0.0227
RE1,DEMRC2,S12,2050,0.0227
RE1,DEMRL1,S12,2019,0.0227
RE1,DEMRL1,S12,2020,0.0227
RE1,DEMRL1,S12,2021,0.0227
RE1,DEMRL1,S12,2022,0.0227
RE1,DEMRL1,S12,2023,0.0227
RE1,DEMRL1,S12,2024,0.0227
RE1,DEMRL1,S12,2025,0.0227
RE1,DEMRL1,S12,2026,0.0227
RE1,DEMRL1,S12,2027,0.0227
RE1,DEMRL1,S12,2028,0.0227
RE1,DEMRL1,S12,2029,0.0227
RE1,DEMRL1,S12,2030,0.0227
RE1,DEMRL1,S12,2031,0.0227
RE1,DEMRL1,S12,2032,0.0227
RE1,DEMRL1,S12,2033,0.0227
RE1,DEMRL1,S12,2034,0.0227
RE1,DEMRL1,S12,2035,0.0227
RE1,DEMRL1,S12,2036,0.0227
RE1,DEMRL1,S12,2037,0.0227
RE1,DEMRL1,S12,2038,0.0227
RE1,DEMRL1,S12,2039,0.0227
RE1,DEMRL1,S12,2040,0.0227
RE1,DEMRL1,S12,2041,0.0227
RE1,DEMRL1,S12,2042,0.0227
RE1,DEMRL1,S12,2043,0.0227
RE1,DEMRL1,S12,2044,0.0227
RE1,DEMRL1,S12,2045,0.0227
RE1,DEMRL1,S12,2046,0.0227
RE1,DEMRL1,S12,2047,0.0227
RE1,DEMRL1,S12,2048,0.0227
RE1,DEMRL1,S12,2049,0.0227
RE1,DEMRL1,S12,2050,0.0227
RE1,DEMRL2,S12,2019,0.0227
RE1,DEMRL2,S12,2020,0.0227
RE1,DEMRL2,S12,2021,0.0227
RE1,DEMRL2,S12,2022,0.0227
RE1,DEMRL2,S12,2023,0.0227
RE1,DEMRL2,S12,2024,0.0227
RE1,DEMRL2,S12,2025,0.0227
RE1,DEMRL2,S12,2026,0.0227
RE1,DEMRL2,S12,2027,0.0227
RE1,DEMRL2,S12,2028,0.0227
RE1,DEMRL2,S12,2029,0.0227
RE1,DEMRL2,S12,2030,0.0227
RE1,DEMRL2,S12,2031,0.0227
RE1,DEMRL2,S12,2032,0.0227
RE1,DEMRL2,S12,2033,0.0227
RE1,DEMRL2,S12,2034,0.0227
RE1,DEMRL2,S12,2035,0.0227
RE1,DEMRL2,S12,2036,0.0227
RE1,DEMRL2,S12,2037,0.0227
RE1,DEMRL2,S12,2038,0.0227
RE1,DEMRL2,S12,2039,0.0227
RE1,DEMRL2,S12,2040,0.0227
RE1,DEMRL2,S12,2041,0.0227
RE1,DEMRL2,S12,2042,0.0227
RE1,DEMRL2,S12,2043,0.0227
RE1,DEMRL2,S12,2044,0.0227
RE1,DEMRL2,S12,2045,0.0227
RE1,DEMRL2,S12,2046,0.0227
RE1,DEMRL2,S12,2047,0.0227
RE1,DEMRL2,S12,2048,0.0227
RE1,DEMRL2,S12,2049,0.0227
RE1,DEMRL2,S12,2050,0.0227
RE1,DEMRO1,S12,2019,0.0227
RE1,DEMRO1,S12,2020,0.0227
RE1,DEMRO1,S12,2021,0.0227
RE1,DEMRO1,S12,2022,0.0227
RE1,DEMRO1,S12,2023,0.0227
RE1,DEMRO1,S12,2024,0.0227
RE1,DEMRO1,S12,2025,0.0227
RE1,DEMRO1,S12,2026,0.0227
RE1,DEMRO1,S12,2027,0.0227
RE1,DEMRO1,S12,2028,0.0227
RE1,DEMRO1,S12,2029,0.0227
RE1,DEMRO1,S12,2030,0.0227
RE1,DEMRO1,S12,2031,0.0227
RE1,DEMRO1,S12,2032,0.0227
RE1,DEMRO1,S12,2033,0.0227
RE1,DEMRO1,S12,2034,0.0227
RE1,DEMRO1,S12,2035,0.0227
RE1,DEMRO1,S12,2036,0.0227
RE1,DEMRO1,S12,2037,0.0227
RE1,DEMRO1,S12,2038,0.0227
RE1,DEMRO1,S12,2039,0.0227
RE1,DEMRO1,S12,2040,0.0227
RE1,DEMRO1,S12,2041,0.0227
RE1,DEMRO1,S12,2042,0.0227
RE1,DEMRO1,S12,2043,0.0227
RE1,DEMRO1,S12,2044,0.0227
RE1,DEMRO1,S12,2045,0.0227
RE1,DEMRO1,S12,2046,0.0227
RE1,DEMRO1,S12,2047,0.0227
RE1,DEMRO1,S12,2048,0.0227
RE1,DEMRO1,S12,2049,0.0227
RE1,DEMRO1,S12,2050,0.0227
RE1,DEMRO2,S12,2019,0.0227
RE1,DEMRO2,S12,2020,0.0227
RE1,DEMRO2,S12,2021,0.0227
RE1,DEMRO2,S12,2022,0.0227
RE1,DEMRO2,S12,2023,0.0227
RE1,DEMRO2,S12,2024,0.0227
RE1,DEMRO2,S12,2025,0.0227
RE1,DEMRO2,S12,2026,0.0227
RE1,DEMRO2,S12,2027,0.0227
RE1,DEMRO2,S12,2028,0.0227
RE1,DEMRO2,S12,2029,0.0227
RE1,DEMRO2,S12,2030,0.0227
RE1,DEMRO2,S12,2031,0.0227
RE1,DEMRO2,S12,2032,0.0227
RE1,DEMRO2,S12,2033,0.0227
RE1,DEMRO2,S12,2034,0.0227
RE1,DEMRO2,S12,2035,0.0227
RE1,DEMRO2,S12,2036,0.0227
RE1,DEMRO2,S12,2037,0.0227
RE1,DEMRO2,S12,2038,0.0227
RE1,DEMRO2,S12,2039,0.0227
RE1,DEMRO2,S12,2040,0.0227
RE1,DEMRO2,S12,2041,0.0227
RE1,DEMRO2,S12,2042,0.0227
RE1,DEMRO2,S12,2043,0.0227
RE1,DEMRO2,S12,2044,0.0227
RE1,DEMRO2,S12,2045,0.0227
RE1,DEMRO2,S12,2046,0.0227
RE1,DEMRO2,S12,2047,0.0227
RE1,DEMRO2,S12,2048,0.0227
RE1,DEMRO2,S12,2049,0.0227
RE1,DEMRO2,S12,2050,0.0227
RE1,DEMCCO,S13,2019,0.0449
RE1,DEMCCO,S13,2020,0.0449
RE1,DEMCCO,S13,2021,0.0449
RE1,DEMCCO,S13,2022,0.0449
RE1,DEMCCO,S13,2023,0.0449
RE1,DEMCCO,S13,2024,0.0449
RE1,DEMCCO,S13,2025,0.0449
RE1,DEMCCO,S13,2026,0.0449
RE1,DEMCCO,S13,2027,0.0449
RE1,DEMCCO,S13,2028,0.0449
RE1,DEMCCO,S13,2029,0.0449
RE1,DEMCCO,S13,2030,0.0449
RE1,DEMCCO,S13,2031,0.0449
RE1,DEMCCO,S13,2032,0.0449
RE1,DEMCCO,S13,2033,0.0449
RE1,DEMCCO,S13,2034,0.0449
RE1,DEMCCO,S13,2035,0.0449
RE1,DEMCCO,S13,2036,0.0449
RE1,DEMCCO,S13,2037,0.0449
RE1,DEMCCO,S13,2038,0.0449
RE1,DEMCCO,S13,2039,0.0449
RE1,DEMCCO,S13,2040,0.0449
RE1,DEMCCO,S13,2041,0.0449
RE1,DEMCCO,S13,2042,0.0449
RE1,DEMCCO,S13,2043,0.0449
RE1,DEMCCO,S13,2044,0.0449
RE1,DEMCCO,S13,2045,0.0449
RE1,DEMCCO,S13,2046,0.0449
RE1,DEMCCO,S13,2047,0.0449
RE1,DEMCCO,S13,2048,0.0449
RE1,DEMCCO,S13,2049,0.0449
RE1,DEMCCO,S13,2050,0.0449
RE1,DEMRC1,S13,2019,0.0449
RE1,DEMRC1,S13,2020,0.0449
RE1,DEMRC1,S13,2021,0.0449
RE1,DEMRC1,S13,2022,0.0449
RE1,DEMRC1,S13,2023,0.0449
RE1,DEMRC1,S13,2024,0.0449
RE1,DEMRC1,S13,2025,0.0449
RE1,DEMRC1,S13,2026,0.0449
RE1,DEMRC1,S13,2027,0.0449
RE1,DEMRC1,S13,2028,0.0449
RE1,DEMRC1,S13,2029,0.0449
RE1,DEMRC1,S13,2030,0.0449
RE1,DEMRC1,S13,2031,0.0449
RE1,DEMRC1,S13,2032,0.0449
RE1,DEMRC1,S13,2033,0.0449
RE1,DEMRC1,S13,2034,0.0449
RE1,DEMRC1,S13,2035,0.0449
RE1,DEMRC1,S13,2036,0.0449
RE1,DEMRC1,S13,2037,0.0449
RE1,DEMRC1,S13,2038,0.0449
RE1,DEMRC1,S13,2039,0.0449
RE1,DEMRC1,S13,2040,0.0449
RE1,DEMRC1,S13,2041,0.0449
RE1,DEMRC1,S13,2042,0.0449
RE1,DEMRC1,S13,2043,0.0449
RE1,DEMRC1,S13,2044,0.0449
RE1,DEMRC1,S13,2045,0.0449
RE1,DEMRC1,S13,2046,0.0449
RE1,DEMRC1,S13,2047,0.0449
RE1,DEMRC1,S13,2048,0.0449
RE1,DEMRC1,S13,2049,0.0449
RE1,DEMRC1,S13,2050,0.0449
RE1,DEMRC2,S13,2019,0.0449
RE1,DEMRC2,S13,2020,0.0449
RE1,DEMRC2,S13,2021,0.0449
RE1,DEMRC2,S13,2022,0.0449
RE1,DEMRC2,S13,2023,0.0449
RE1,DEMRC2,S13,2024,0.0449
RE1,DEMRC2,S13,2025,0.0449
RE1,DEMRC2,S13,2026,0.0449
RE1,DEMRC2,S13,2027,0.0449
RE1,DEMRC2,S13,2028,0.0449
RE1,DEMRC2,S13,2029,0.0449
RE1,DEMRC2,S13,2030,0.0449
RE1,DEMRC2,S13,2031,0.0449
RE1,DEMRC2,S13,2032,0.0449
RE1,DEMRC2,S13,2033,0.0449
RE1,DEMRC2,S13,2034,0.0449
RE1,DEMRC2,S13,2035,0.0449
RE1,DEMRC2,S13,2036,0.0449
RE1,DEMRC2,S13,2037,0.0449
RE1,DEMRC2,S13,2038,0.0449
RE1,DEMRC2,S13,2039,0.0449
RE1,DEMRC2,S13,2040,0.0449
RE1,DEMRC2,S13,2041,0.0449
RE1,DEMRC2,S13,2042,0.0449
RE1,DEMRC2,S13,2043,0.0449
RE1,DEMRC2,S13,2044,0.0449
RE1,DEMRC2,S13,2045,0.0449
RE1,DEMRC2,S13,2046,0.0449
RE1,DEMRC2,S13,2047,0.0449
RE1,DEMRC2,S13,2048,0.0449
RE1,DEMRC2,S13,2049,0.0449
RE1,DEMRC2,S13,2050,0.0449
RE1,DEMRL1,S13,2019,0.0449
RE1,DEMRL1,S13,2020,0.0449
RE1,DEMRL1,S13,2021,0.0449
RE1,DEMRL1,S13,2022,0.0449
RE1,DEMRL1,S13,2023,0.0449
RE1,DEMRL1,S13,2024,0.0449
RE1,DEMRL1,S13,2025,0.0449
RE1,DEMRL1,S13,2026,0.0449
RE1,DEMRL1,S13,2027,0.0449
RE1,DEMRL1,S13,2028,0.0449
RE1,DEMRL1,S13,2029,0.0449
RE1,DEMRL1,S13,2030,0.0449
RE1,DEMRL1,S13,2031,0.0449
RE1,DEMRL1,S13,2032,0.0449
RE1,DEMRL1,S13,2033,0.0449
RE1,DEMRL1,S13,2034,0.0449
RE1,DEMRL1,S13,2035,0.0449
RE1,DEMRL1,S13,2036,0.0449
RE1,DEMRL1,S13,2037,0.0449
RE1,DEMRL1,S13,2038,0.0449
RE1,DEMRL1,S13,2039,0.0449
RE1,DEMRL1,S13,2040,0.0449
RE1,DEMRL1,S13,2041,0.0449
RE1,DEMRL1,S13,2042,0.0449
RE1,DEMRL1,S13,2043,0.0449
RE1,DEMRL1,S13,2044,0.0449
RE1,DEMRL1,S13,2045,0.0449
RE1,DEMRL1,S13,2046,0.0449
RE1,DEMRL1,S13,2047,0.0449
RE1,DEMRL1,S13,2048,0.0449
RE1,DEMRL1,S13,2049,0.0449
RE1,DEMRL1,S13,2050,0.0449
RE1,DEMRL2,S13,2019,0.0449
RE1,DEMRL2,S13,2020,0.0449
RE1,DEMRL2,S13,2021,0.0449
RE1,DEMRL2,S13,2022,0.0449
RE1,DEMRL2,S13,2023,0.0449
RE1,DEMRL2,S13,2024,0.0449
RE1,DEMRL2,S13,2025,0.0449
RE1,DEMRL2,S13,2026,0.0449
RE1,DEMRL2,S13,2027,0.0449
RE1,DEMRL2,S13,2028,0.0449
RE1,DEMRL2,S13,2029,0.0449
RE1,DEMRL2,S13,2030,0.0449
RE1,DEMRL2,S13,2031,0.0449
RE1,DEMRL2,S13,2032,0.0449
RE1,DEMRL2,S13,2033,0.0449
RE1,DEMRL2,S13,2034,0.0449
RE1,DEMRL2,S13,2035,0.0449
RE1,DEMRL2,S13,2036,0.0449
RE1,DEMRL2,S13,2037,0.0449
RE1,DEMRL2,S13,2038,0.0449
RE1,DEMRL2,S13,2039,0.0449
RE1,DEMRL2,S13,2040,0.0449
RE1,DEMRL2,S13,2041,0.0449
RE1,DEMRL2,S13,2042,0.0449
RE1,DEMRL2,S13,2043,0.0449
RE1,DEMRL2,S13,2044,0.0449
RE1,DEMRL2,S13,2045,0.0449
RE1,DEMRL2,S13,2046,0.0449
RE1,DEMRL2,S13,2047,0.0449
RE1,DEMRL2,S13,2048,0.0449
RE1,DEMRL2,S13,2049,0.0449
RE1,DEMRL2,S13,2050,0.0449
RE1,DEMRO1,S13,2019,0.0449
RE1,DEMRO1,S13,2020,0.0449
RE1,DEMRO1,S13,2021,0.0449
RE1,DEMRO1,S13,2022,0.0449
RE1,DEMRO1,S13,2023,0.0449
RE1,DEMRO1,S13,2024,0.0449
RE1,DEMRO1,S13,2025,0.0449
RE1,DEMRO1,S13,2026,0.0449
RE1,DEMRO1,S13,2027,0.0449
RE1,DEMRO1,S13,2028,0.0449
RE1,DEMRO1,S13,2029,0.0449
RE1,DEMRO1,S13,2030,0.0449
RE1,DEMRO1,S13,2031,0.0449
RE1,DEMRO1,S13,2032,0.0449
RE1,DEMRO1,S13,2033,0.0449
RE1,DEMRO1,S13,2034,0.0449
RE1,DEMRO1,S13,2035,0.0449
RE1,DEMRO1,S13,2036,0.0449
RE1,DEMRO1,S13,2037,0.0449
RE1,DEMRO1,S13,2038,0.0449
RE1,DEMRO1,S13,2039,0.0449
RE1,DEMRO1,S13,2040,0.0449
RE1,DEMRO1,S13,2041,0.0449
RE1,DEMRO1,S13,2042,0.0449
RE1,DEMRO1,S13,2043,0.0449
RE1,DEMRO1,S13,2044,0.0449
RE1,DEMRO1,S13,2045,0.0449
