REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
RE1,AGRDSL005,AGRDSL,1,2028,2.81
RE1,AGRDSL005,AGRDSL,1,2029,2.81
RE1,AGRDSL005,AGRDSL,1,2030,2.81
RE1,AGRDSL005,AGRDSL,1,2031,2.81
RE1,AGRDSL005,AGRDSL,1,2032,2.81
RE1,AGRDSL005,AGRDSL,1,2033,2.81
RE1,AGRDSL005,AGRDSL,1,2034,2.81
RE1,AGRDSL005,AGRDSL,1,2035,2.81
RE1,AGRDSL005,AGRDSL,1,2036,2.81
RE1,AGRDSL005,AGRDSL,1,2037,2.81
RE1,AGRDSL005,AGRDSL,1,2038,2.81
RE1,AGRDSL005,AGRDSL,1,2039,2.81
RE1,AGRDSL005,AGRDSL,1,2040,2.81
RE1,AGRDSL005,AGRDSL,1,2041,2.81
RE1,AGRDSL005,AGRDSL,1,2042,2.81
RE1,AGRDSL005,AGRDSL,1,2043,2.81
RE1,AGRDSL005,AGRDSL,1,2044,2.81
RE1,AGRDSL005,AGRDSL,1,2045,2.81
RE1,AGRDSL005,AGRDSL,1,2046,2.81
RE1,AGRDSL005,AGRDSL,1,2047,2.81
RE1,AGRDSL005,AGRDSL,1,2048,2.81
RE1,AGRDSL005,AGRDSL,1,2049,2.81
RE1,AGRDSL005,AGRDSL,1,2050,2.81
RE1,AGRDSL005,AGRDSL,2,2019,0.0
RE1,AGRDSL005,AGRDSL,2,2020,0.0
RE1,AGRDSL005,AGRDSL,2,2021,0.0
RE1,AGRDSL005,AGRDSL,2,2022,0.0
RE1,AGRDSL005,AGRDSL,2,2023,0.0
RE1,AGRDSL005,AGRDSL,2,2024,0.0
RE1,AGRDSL005,AGRDSL,2,2025,0.0
RE1,AGRDSL005,AGRDSL,2,2026,0.0
RE1,AGRDSL005,AGRDSL,2,2027,0.0
RE1,AGRDSL005,AGRDSL,2,2028,0.0
RE1,AGRDSL005,AGRDSL,2,2029,0.0
RE1,AGRDSL005,AGRDSL,2,2030,0.0
RE1,AGRDSL005,AGRDSL,2,2031,0.0
RE1,AGRDSL005,AGRDSL,2,2032,0.0
RE1,AGRDSL005,AGRDSL,2,2033,0.0
RE1,AGRDSL005,AGRDSL,2,2034,0.0
RE1,AGRDSL005,AGRDSL,2,2035,0.0
RE1,AGRDSL005,AGRDSL,2,2036,0.0
RE1,AGRDSL005,AGRDSL,2,2037,0.0
RE1,AGRDSL005,AGRDSL,2,2038,0.0
RE1,AGRDSL005,AGRDSL,2,2039,0.0
RE1,AGRDSL005,AGRDSL,2,2040,0.0
RE1,AGRDSL005,AGRDSL,2,2041,0.0
RE1,AGRDSL005,AGRDSL,2,2042,0.0
RE1,AGRDSL005,AGRDSL,2,2043,0.0
RE1,AGRDSL005,AGRDSL,2,2044,0.0
RE1,AGRDSL005,AGRDSL,2,2045,0.0
RE1,AGRDSL005,AGRDSL,2,2046,0.0
RE1,AGRDSL005,AGRDSL,2,2047,0.0
RE1,AGRDSL005,AGRDSL,2,2048,0.0
RE1,AGRDSL005,AGRDSL,2,2049,0.0
RE1,AGRDSL005,AGRDSL,2,2050,0.0
RE1,AGRGSL001,AGRGSL,1,2019,3.92
RE1,AGRGSL001,AGRGSL,1,2020,3.92
RE1,AGRGSL001,AGRGSL,1,2021,3.92
RE1,AGRGSL001,AGRGSL,1,2022,3.92
RE1,AGRGSL001,AGRGSL,1,2023,3.92
RE1,AGRGSL001,AGRGSL,1,2024,3.92
RE1,AGRGSL001,AGRGSL,1,2025,3.92
RE1,AGRGSL001,AGRGSL,1,2026,3.92
RE1,AGRGSL001,AGRGSL,1,2027,3.92
RE1,AGRGSL001,AGRGSL,1,2028,3.92
RE1,AGRGSL001,AGRGSL,1,2029,3.92
RE1,AGRGSL001,AGRGSL,1,2030,3.92
RE1,AGRGSL001,AGRGSL,1,2031,3.92
RE1,AGRGSL001,AGRGSL,1,2032,3.92
RE1,AGRGSL001,AGRGSL,1,2033,3.92
RE1,AGRGSL001,AGRGSL,1,2034,3.92
RE1,AGRGSL001,AGRGSL,1,2035,3.92
RE1,AGRGSL001,AGRGSL,1,2036,3.92
RE1,AGRGSL001,AGRGSL,1,2037,3.92
RE1,AGRGSL001,AGRGSL,1,2038,3.92
RE1,AGRGSL001,AGRGSL,1,2039,3.92
RE1,AGRGSL001,AGRGSL,1,2040,3.92
RE1,AGRGSL001,AGRGSL,1,2041,3.92
RE1,AGRGSL001,AGRGSL,1,2042,3.92
RE1,AGRGSL001,AGRGSL,1,2043,3.92
RE1,AGRGSL001,AGRGSL,1,2044,3.92
RE1,AGRGSL001,AGRGSL,1,2045,3.92
RE1,AGRGSL001,AGRGSL,1,2046,3.92
RE1,AGRGSL001,AGRGSL,1,2047,3.92
RE1,AGRGSL001,AGRGSL,1,2048,3.92
RE1,AGRGSL001,AGRGSL,1,2049,3.92
RE1,AGRGSL001,AGRGSL,1,2050,3.92
RE1,AGRGSL001,AGRGSL,2,2019,0.0
RE1,AGRGSL001,AGRGSL,2,2020,0.0
RE1,AGRGSL001,AGRGSL,2,2021,0.0
RE1,AGRGSL001,AGRGSL,2,2022,0.0
RE1,AGRGSL001,AGRGSL,2,2023,0.0
RE1,AGRGSL001,AGRGSL,2,2024,0.0
RE1,AGRGSL001,AGRGSL,2,2025,0.0
RE1,AGRGSL001,AGRGSL,2,2026,0.0
RE1,AGRGSL001,AGRGSL,2,2027,0.0
RE1,AGRGSL001,AGRGSL,2,2028,0.0
RE1,AGRGSL001,AGRGSL,2,2029,0.0
RE1,AGRGSL001,AGRGSL,2,2030,0.0
RE1,AGRGSL001,AGRGSL,2,2031,0.0
RE1,AGRGSL001,AGRGSL,2,2032,0.0
RE1,AGRGSL001,AGRGSL,2,2033,0.0
RE1,AGRGSL001,AGRGSL,2,2034,0.0
RE1,AGRGSL001,AGRGSL,2,2035,0.0
RE1,AGRGSL001,AGRGSL,2,2036,0.0
RE1,AGRGSL001,AGRGSL,2,2037,0.0
RE1,AGRGSL001,AGRGSL,2,2038,0.0
RE1,AGRGSL001,AGRGSL,2,2039,0.0
RE1,AGRGSL001,AGRGSL,2,2040,0.0
RE1,AGRGSL001,AGRGSL,2,2041,0.0
RE1,AGRGSL001,AGRGSL,2,2042,0.0
RE1,AGRGSL001,AGRGSL,2,2043,0.0
RE1,AGRGSL001,AGRGSL,2,2044,0.0
RE1,AGRGSL001,AGRGSL,2,2045,0.0
RE1,AGRGSL001,AGRGSL,2,2046,0.0
RE1,AGRGSL001,AGRGSL,2,2047,0.0
RE1,AGRGSL001,AGRGSL,2,2048,0.0
RE1,AGRGSL001,AGRGSL,2,2049,0.0
RE1,AGRGSL001,AGRGSL,2,2050,0.0
RE1,AGRGSL005,AGRGSL,1,2019,3.29
RE1,AGRGSL005,AGRGSL,1,2020,3.29
RE1,AGRGSL005,AGRGSL,1,2021,3.29
RE1,AGRGSL005,AGRGSL,1,2022,3.29
RE1,AGRGSL005,AGRGSL,1,2023,3.29
RE1,AGRGSL005,AGRGSL,1,2024,3.29
RE1,AGRGSL005,AGRGSL,1,2025,3.29
RE1,AGRGSL005,AGRGSL,1,2026,3.29
RE1,AGRGSL005,AGRGSL,1,2027,3.29
RE1,AGRGSL005,AGRGSL,1,2028,3.29
RE1,AGRGSL005,AGRGSL,1,2029,3.29
RE1,AGRGSL005,AGRGSL,1,2030,3.29
RE1,AGRGSL005,AGRGSL,1,2031,3.29
RE1,AGRGSL005,AGRGSL,1,2032,3.29
RE1,AGRGSL005,AGRGSL,1,2033,3.29
RE1,AGRGSL005,AGRGSL,1,2034,3.29
RE1,AGRGSL005,AGRGSL,1,2035,3.29
RE1,AGRGSL005,AGRGSL,1,2036,3.29
RE1,AGRGSL005,AGRGSL,1,2037,3.29
RE1,AGRGSL005,AGRGSL,1,2038,3.29
RE1,AGRGSL005,AGRGSL,1,2039,3.29
RE1,AGRGSL005,AGRGSL,1,2040,3.29
RE1,AGRGSL005,AGRGSL,1,2041,3.29
RE1,AGRGSL005,AGRGSL,1,2042,3.29
RE1,AGRGSL005,AGRGSL,1,2043,3.29
RE1,AGRGSL005,AGRGSL,1,2044,3.29
RE1,AGRGSL005,AGRGSL,1,2045,3.29
RE1,AGRGSL005,AGRGSL,1,2046,3.29
RE1,AGRGSL005,AGRGSL,1,2047,3.29
RE1,AGRGSL005,AGRGSL,1,2048,3.29
RE1,AGRGSL005,AGRGSL,1,2049,3.29
RE1,AGRGSL005,AGRGSL,1,2050,3.29
RE1,AGRGSL005,AGRGSL,2,2019,0.0
RE1,AGRGSL005,AGRGSL,2,2020,0.0
RE1,AGRGSL005,AGRGSL,2,2021,0.0
RE1,AGRGSL005,AGRGSL,2,2022,0.0
RE1,AGRGSL005,AGRGSL,2,2023,0.0
RE1,AGRGSL005,AGRGSL,2,2024,0.0
RE1,AGRGSL005,AGRGSL,2,2025,0.0
RE1,AGRGSL005,AGRGSL,2,2026,0.0
RE1,AGRGSL005,AGRGSL,2,2027,0.0
RE1,AGRGSL005,AGRGSL,2,2028,0.0
RE1,AGRGSL005,AGRGSL,2,2029,0.0
RE1,AGRGSL005,AGRGSL,2,2030,0.0
RE1,AGRGSL005,AGRGSL,2,2031,0.0
RE1,AGRGSL005,AGRGSL,2,2032,0.0
RE1,AGRGSL005,AGRGSL,2,2033,0.0
RE1,AGRGSL005,AGRGSL,2,2034,0.0
RE1,AGRGSL005,AGRGSL,2,2035,0.0
RE1,AGRGSL005,AGRGSL,2,2036,0.0
RE1,AGRGSL005,AGRGSL,2,2037,0.0
RE1,AGRGSL005,AGRGSL,2,2038,0.0
RE1,AGRGSL005,AGRGSL,2,2039,0.0
RE1,AGRGSL005,AGRGSL,2,2040,0.0
RE1,AGRGSL005,AGRGSL,2,2041,0.0
RE1,AGRGSL005,AGRGSL,2,2042,0.0
RE1,AGRGSL005,AGRGSL,2,2043,0.0
RE1,AGRGSL005,AGRGSL,2,2044,0.0
RE1,AGRGSL005,AGRGSL,2,2045,0.0
RE1,AGRGSL005,AGRGSL,2,2046,0.0
RE1,AGRGSL005,AGRGSL,2,2047,0.0
RE1,AGRGSL005,AGRGSL,2,2048,0.0
RE1,AGRGSL005,AGRGSL,2,2049,0.0
RE1,AGRGSL005,AGRGSL,2,2050,0.0
RE1,AGRHFO001,AGRHFO,1,2019,3.61
RE1,AGRHFO001,AGRHFO,1,2020,3.61
RE1,AGRHFO001,AGRHFO,1,2021,3.61
RE1,AGRHFO001,AGRHFO,1,2022,3.61
RE1,AGRHFO001,AGRHFO,1,2023,3.61
RE1,AGRHFO001,AGRHFO,1,2024,3.61
RE1,AGRHFO001,AGRHFO,1,2025,3.61
RE1,AGRHFO001,AGRHFO,1,2026,3.61
RE1,AGRHFO001,AGRHFO,1,2027,3.61
RE1,AGRHFO001,AGRHFO,1,2028,3.61
RE1,AGRHFO001,AGRHFO,1,2029,3.61
RE1,AGRHFO001,AGRHFO,1,2030,3.61
RE1,AGRHFO001,AGRHFO,1,2031,3.61
RE1,AGRHFO001,AGRHFO,1,2032,3.61
RE1,AGRHFO001,AGRHFO,1,2033,3.61
RE1,AGRHFO001,AGRHFO,1,2034,3.61
RE1,AGRHFO001,AGRHFO,1,2035,3.61
RE1,AGRHFO001,AGRHFO,1,2036,3.61
RE1,AGRHFO001,AGRHFO,1,2037,3.61
RE1,AGRHFO001,AGRHFO,1,2038,3.61
RE1,AGRHFO001,AGRHFO,1,2039,3.61
RE1,AGRHFO001,AGRHFO,1,2040,3.61
RE1,AGRHFO001,AGRHFO,1,2041,3.61
RE1,AGRHFO001,AGRHFO,1,2042,3.61
RE1,AGRHFO001,AGRHFO,1,2043,3.61
RE1,AGRHFO001,AGRHFO,1,2044,3.61
RE1,AGRHFO001,AGRHFO,1,2045,3.61
RE1,AGRHFO001,AGRHFO,1,2046,3.61
RE1,AGRHFO001,AGRHFO,1,2047,3.61
RE1,AGRHFO001,AGRHFO,1,2048,3.61
RE1,AGRHFO001,AGRHFO,1,2049,3.61
RE1,AGRHFO001,AGRHFO,1,2050,3.61
RE1,AGRHFO001,AGRHFO,2,2019,0.0
RE1,AGRHFO001,AGRHFO,2,2020,0.0
RE1,AGRHFO001,AGRHFO,2,2021,0.0
RE1,AGRHFO001,AGRHFO,2,2022,0.0
RE1,AGRHFO001,AGRHFO,2,2023,0.0
RE1,AGRHFO001,AGRHFO,2,2024,0.0
RE1,AGRHFO001,AGRHFO,2,2025,0.0
RE1,AGRHFO001,AGRHFO,2,2026,0.0
RE1,AGRHFO001,AGRHFO,2,2027,0.0
RE1,AGRHFO001,AGRHFO,2,2028,0.0
RE1,AGRHFO001,AGRHFO,2,2029,0.0
RE1,AGRHFO001,AGRHFO,2,2030,0.0
RE1,AGRHFO001,AGRHFO,2,2031,0.0
RE1,AGRHFO001,AGRHFO,2,2032,0.0
RE1,AGRHFO001,AGRHFO,2,2033,0.0
RE1,AGRHFO001,AGRHFO,2,2034,0.0
RE1,AGRHFO001,AGRHFO,2,2035,0.0
RE1,AGRHFO001,AGRHFO,2,2036,0.0
RE1,AGRHFO001,AGRHFO,2,2037,0.0
RE1,AGRHFO001,AGRHFO,2,2038,0.0
RE1,AGRHFO001,AGRHFO,2,2039,0.0
RE1,AGRHFO001,AGRHFO,2,2040,0.0
RE1,AGRHFO001,AGRHFO,2,2041,0.0
RE1,AGRHFO001,AGRHFO,2,2042,0.0
RE1,AGRHFO001,AGRHFO,2,2043,0.0
RE1,AGRHFO001,AGRHFO,2,2044,0.0
RE1,AGRHFO001,AGRHFO,2,2045,0.0
RE1,AGRHFO001,AGRHFO,2,2046,0.0
RE1,AGRHFO001,AGRHFO,2,2047,0.0
RE1,AGRHFO001,AGRHFO,2,2048,0.0
RE1,AGRHFO001,AGRHFO,2,2049,0.0
RE1,AGRHFO001,AGRHFO,2,2050,0.0
RE1,CCOELC001,COMELC,1,2019,1.0
RE1,CCOELC001,COMELC,1,2020,1.0
RE1,CCOELC001,COMELC,1,2021,1.0
RE1,CCOELC001,COMELC,1,2022,1.0
RE1,CCOELC001,COMELC,1,2023,1.0
RE1,CCOELC001,COMELC,1,2024,1.0
RE1,CCOELC001,COMELC,1,2025,1.0
RE1,CCOELC001,COMELC,1,2026,1.0
RE1,CCOELC001,COMELC,1,2027,1.0
RE1,CCOELC001,COMELC,1,2028,1.0
RE1,CCOELC001,COMELC,1,2029,1.0
RE1,CCOELC001,COMELC,1,2030,1.0
RE1,CCOELC001,COMELC,1,2031,1.0
RE1,CCOELC001,COMELC,1,2032,1.0
RE1,CCOELC001,COMELC,1,2033,1.0
RE1,CCOELC001,COMELC,1,2034,1.0
RE1,CCOELC001,COMELC,1,2035,1.0
RE1,CCOELC001,COMELC,1,2036,1.0
RE1,CCOELC001,COMELC,1,2037,1.0
RE1,CCOELC001,COMELC,1,2038,1.0
RE1,CCOELC001,COMELC,1,2039,1.0
RE1,CCOELC001,COMELC,1,2040,1.0
RE1,CCOELC001,COMELC,1,2041,1.0
RE1,CCOELC001,COMELC,1,2042,1.0
RE1,CCOELC001,COMELC,1,2043,1.0
RE1,CCOELC001,COMELC,1,2044,1.0
RE1,CCOELC001,COMELC,1,2045,1.0
RE1,CCOELC001,COMELC,1,2046,1.0
RE1,CCOELC001,COMELC,1,2047,1.0
RE1,CCOELC001,COMELC,1,2048,1.0
RE1,CCOELC001,COMELC,1,2049,1.0
RE1,CCOELC001,COMELC,1,2050,1.0
RE1,CCOELC001,COMELC,2,2019,0.0
RE1,CCOELC001,COMELC,2,2020,0.0
RE1,CCOELC001,COMELC,2,2021,0.0
RE1,CCOELC001,COMELC,2,2022,0.0
RE1,CCOELC001,COMELC,2,2023,0.0
RE1,CCOELC001,COMELC,2,2024,0.0
RE1,CCOELC001,COMELC,2,2025,0.0
RE1,CCOELC001,COMELC,2,2026,0.0
RE1,CCOELC001,COMELC,2,2027,0.0
RE1,CCOELC001,COMELC,2,2028,0.0
RE1,CCOELC001,COMELC,2,2029,0.0
RE1,CCOELC001,COMELC,2,2030,0.0
RE1,CCOELC001,COMELC,2,2031,0.0
RE1,CCOELC001,COMELC,2,2032,0.0
RE1,CCOELC001,COMELC,2,2033,0.0
RE1,CCOELC001,COMELC,2,2034,0.0
RE1,CCOELC001,COMELC,2,2035,0.0
RE1,CCOELC001,COMELC,2,2036,0.0
RE1,CCOELC001,COMELC,2,2037,0.0
RE1,CCOELC001,COMELC,2,2038,0.0
RE1,CCOELC001,COMELC,2,2039,0.0
RE1,CCOELC001,COMELC,2,2040,0.0
RE1,CCOELC001,COMELC,2,2041,0.0
RE1,CCOELC001,COMELC,2,2042,0.0
RE1,CCOELC001,COMELC,2,2043,0.0
RE1,CCOELC001,COMELC,2,2044,0.0
RE1,CCOELC001,COMELC,2,2045,0.0
RE1,CCOELC001,COMELC,2,2046,0.0
RE1,CCOELC001,COMELC,2,2047,0.0
RE1,CCOELC001,COMELC,2,2048,0.0
RE1,CCOELC001,COMELC,2,2049,0.0
RE1,CCOELC001,COMELC,2,2050,0.0
RE1,EXPELC,ELC001,1,2019,1.0
RE1,EXPELC,ELC001,1,2020,1.0
RE1,EXPELC,ELC001,1,2021,1.0
RE1,EXPELC,ELC001,1,2022,1.0
RE1,EXPELC,ELC001,1,2023,1.0
RE1,EXPELC,ELC001,1,2024,1.0
RE1,EXPELC,ELC001,1,2025,1.0
RE1,EXPELC,ELC001,1,2026,1.0
RE1,EXPELC,ELC001,1,2027,1.0
RE1,EXPELC,ELC001,1,2028,1.0
RE1,EXPELC,ELC001,1,2029,1.0
RE1,EXPELC,ELC001,1,2030,1.0
RE1,EXPELC,ELC001,1,2031,1.0
RE1,EXPELC,ELC001,1,2032,1.0
RE1,EXPELC,ELC001,1,2033,1.0
RE1,EXPELC,ELC001,1,2034,1.0
RE1,EXPELC,ELC001,1,2035,1.0
RE1,EXPELC,ELC001,1,2036,1.0
RE1,EXPELC,ELC001,1,2037,1.0
RE1,EXPELC,ELC001,1,2038,1.0
RE1,EXPELC,ELC001,1,2039,1.0
RE1,EXPELC,ELC001,1,2040,1.0
RE1,EXPELC,ELC001,1,2041,1.0
RE1,EXPELC,ELC001,1,2042,1.0
RE1,EXPELC,ELC001,1,2043,1.0
RE1,EXPELC,ELC001,1,2044,1.0
RE1,EXPELC,ELC001,1,2045,1.0
RE1,EXPELC,ELC001,1,2046,1.0
RE1,EXPELC,ELC001,1,2047,1.0
RE1,EXPELC,ELC001,1,2048,1.0
RE1,EXPELC,ELC001,1,2049,1.0
RE1,EXPELC,ELC001,1,2050,1.0
RE1,EXPELC,ELC001,2,2019,0.0
RE1,EXPELC,ELC001,2,2020,0.0
RE1,EXPELC,ELC001,2,2021,0.0
RE1,EXPELC,ELC001,2,2022,0.0
RE1,EXPELC,ELC001,2,2023,0.0
RE1,EXPELC,ELC001,2,2024,0.0
RE1,EXPELC,ELC001,2,2025,0.0
RE1,EXPELC,ELC001,2,2026,0.0
RE1,EXPELC,ELC001,2,2027,0.0
RE1,EXPELC,ELC001,2,2028,0.0
RE1,EXPELC,ELC001,2,2029,0.0
RE1,EXPELC,ELC001,2,2030,0.0
RE1,EXPELC,ELC001,2,2031,0.0
RE1,EXPELC,ELC001,2,2032,0.0
RE1,EXPELC,ELC001,2,2033,0.0
RE1,EXPELC,ELC001,2,2034,0.0
RE1,EXPELC,ELC001,2,2035,0.0
RE1,EXPELC,ELC001,2,2036,0.0
RE1,EXPELC,ELC001,2,2037,0.0
RE1,EXPELC,ELC001,2,2038,0.0
RE1,EXPELC,ELC001,2,2039,0.0
RE1,EXPELC,ELC001,2,2040,0.0
RE1,EXPELC,ELC001,2,2041,0.0
RE1,EXPELC,ELC001,2,2042,0.0
RE1,EXPELC,ELC001,2,2043,0.0
RE1,EXPELC,ELC001,2,2044,0.0
RE1,EXPELC,ELC001,2,2045,0.0
RE1,EXPELC,ELC001,2,2046,0.0
RE1,EXPELC,ELC001,2,2047,0.0
RE1,EXPELC,ELC001,2,2048,0.0
RE1,EXPELC,ELC001,2,2049,0.0
RE1,EXPELC,ELC001,2,2050,0.0
RE1,FTEAGRDSL,DSL,1,2019,1.0
RE1,FTEAGRDSL,DSL,1,2020,1.0
RE1,FTEAGRDSL,DSL,1,2021,1.0
RE1,FTEAGRDSL,DSL,1,2022,1.0
RE1,FTEAGRDSL,DSL,1,2023,1.0
RE1,FTEAGRDSL,DSL,1,2024,1.0
RE1,FTEAGRDSL,DSL,1,2025,1.0
RE1,FTEAGRDSL,DSL,1,2026,1.0
RE1,FTEAGRDSL,DSL,1,2027,1.0
RE1,FTEAGRDSL,DSL,1,2028,1.0
RE1,FTEAGRDSL,DSL,1,2029,1.0
RE1,FTEAGRDSL,DSL,1,2030,1.0
RE1,FTEAGRDSL,DSL,1,2031,1.0
RE1,FTEAGRDSL,DSL,1,2032,1.0
RE1,FTEAGRDSL,DSL,1,2033,1.0
RE1,FTEAGRDSL,DSL,1,2034,1.0
RE1,FTEAGRDSL,DSL,1,2035,1.0
RE1,FTEAGRDSL,DSL,1,2036,1.0
RE1,FTEAGRDSL,DSL,1,2037,1.0
RE1,FTEAGRDSL,DSL,1,2038,1.0
RE1,FTEAGRDSL,DSL,1,2039,1.0
RE1,FTEAGRDSL,DSL,1,2040,1.0
RE1,FTEAGRDSL,DSL,1,2041,1.0
RE1,FTEAGRDSL,DSL,1,2042,1.0
RE1,FTEAGRDSL,DSL,1,2043,1.0
RE1,FTEAGRDSL,DSL,1,2044,1.0
RE1,FTEAGRDSL,DSL,1,2045,1.0
RE1,FTEAGRDSL,DSL,1,2046,1.0
RE1,FTEAGRDSL,DSL,1,2047,1.0
RE1,FTEAGRDSL,DSL,1,2048,1.0
RE1,FTEAGRDSL,DSL,1,2049,1.0
RE1,FTEAGRDSL,DSL,1,2050,1.0
RE1,FTEAGRDSL,DSL,2,2019,0.0
RE1,FTEAGRDSL,DSL,2,2020,0.0
RE1,FTEAGRDSL,DSL,2,2021,0.0
RE1,FTEAGRDSL,DSL,2,2022,0.0
RE1,FTEAGRDSL,DSL,2,2023,0.0
RE1,FTEAGRDSL,DSL,2,2024,0.0
RE1,FTEAGRDSL,DSL,2,2025,0.0
RE1,FTEAGRDSL,DSL,2,2026,0.0
RE1,FTEAGRDSL,DSL,2,2027,0.0
RE1,FTEAGRDSL,DSL,2,2028,0.0
RE1,FTEAGRDSL,DSL,2,2029,0.0
RE1,FTEAGRDSL,DSL,2,2030,0.0
RE1,FTEAGRDSL,DSL,2,2031,0.0
RE1,FTEAGRDSL,DSL,2,2032,0.0
RE1,FTEAGRDSL,DSL,2,2033,0.0
RE1,FTEAGRDSL,DSL,2,2034,0.0
RE1,FTEAGRDSL,DSL,2,2035,0.0
RE1,FTEAGRDSL,DSL,2,2036,0.0
RE1,FTEAGRDSL,DSL,2,2037,0.0
RE1,FTEAGRDSL,DSL,2,2038,0.0
RE1,FTEAGRDSL,DSL,2,2039,0.0
RE1,FTEAGRDSL,DSL,2,2040,0.0
RE1,FTEAGRDSL,DSL,2,2041,0.0
RE1,FTEAGRDSL,DSL,2,2042,0.0
RE1,FTEAGRDSL,DSL,2,2043,0.0
RE1,FTEAGRDSL,DSL,2,2044,0.0
RE1,FTEAGRDSL,DSL,2,2045,0.0
RE1,FTEAGRDSL,DSL,2,2046,0.0
RE1,FTEAGRDSL,DSL,2,2047,0.0
RE1,FTEAGRDSL,DSL,2,2048,0.0
RE1,FTEAGRDSL,DSL,2,2049,0.0
RE1,FTEAGRDSL,DSL,2,2050,0.0
RE1,FTEAGRGSL,GSL,1,2019,1.0
RE1,FTEAGRGSL,GSL,1,2020,1.0
RE1,FTEAGRGSL,GSL,1,2021,1.0
