REGION,FUEL,TIMESLICE,YEAR,VALUE
RE1,AGRDSL,S22,2040,0.0
RE1,AGRDSL,S22,2041,0.0
RE1,AGRDSL,S22,2042,0.0
RE1,AGRDSL,S22,2043,0.0
RE1,AGRDSL,S22,2044,0.0
RE1,AGRDSL,S22,2045,0.0
RE1,AGRDSL,S22,2046,0.0
RE1,AGRDSL,S22,2047,0.0
RE1,AGRDSL,S22,2048,0.0
RE1,AGRDSL,S22,2049,0.0
RE1,AGRDSL,S22,2050,0.0
RE1,AGRDSL,S23,2019,0.0
RE1,AGRDSL,S23,2020,0.0
RE1,AGRDSL,S23,2021,0.0
RE1,AGRDSL,S23,2022,0.0
RE1,AGRDSL,S23,2023,0.0
RE1,AGRDSL,S23,2024,0.0
RE1,AGRDSL,S23,2025,0.0
RE1,AGRDSL,S23,2026,0.0
RE1,AGRDSL,S23,2027,0.0
RE1,AGRDSL,S23,2028,0.0
RE1,AGRDSL,S23,2029,0.0
RE1,AGRDSL,S23,2030,0.0
RE1,AGRDSL,S23,2031,0.0
RE1,AGRDSL,S23,2032,0.0
RE1,AGRDSL,S23,2033,0.0
RE1,AGRDSL,S23,2034,0.0
RE1,AGRDSL,S23,2035,0.0
RE1,AGRDSL,S23,2036,0.0
RE1,AGRDSL,S23,2037,0.0
RE1,AGRDSL,S23,2038,0.0
RE1,AGRDSL,S23,2039,0.0
RE1,AGRDSL,S23,2040,0.0
RE1,AGRDSL,S23,2041,0.0
RE1,AGRDSL,S23,2042,0.0
RE1,AGRDSL,S23,2043,0.0
RE1,AGRDSL,S23,2044,0.0
RE1,AGRDSL,S23,2045,0.0
RE1,AGRDSL,S23,2046,0.0
RE1,AGRDSL,S23,2047,0.0
RE1,AGRDSL,S23,2048,0.0
RE1,AGRDSL,S23,2049,0.0
RE1,AGRDSL,S23,2050,0.0
RE1,AGRDSL,S24,2019,0.0
RE1,AGRDSL,S24,2020,0.0
RE1,AGRDSL,S24,2021,0.0
RE1,AGRDSL,S24,2022,0.0
RE1,AGRDSL,S24,2023,0.0
RE1,AGRDSL,S24,2024,0.0
RE1,AGRDSL,S24,2025,0.0
RE1,AGRDSL,S24,2026,0.0
RE1,AGRDSL,S24,2027,0.0
RE1,AGRDSL,S24,2028,0.0
RE1,AGRDSL,S24,2029,0.0
RE1,AGRDSL,S24,2030,0.0
RE1,AGRDSL,S24,2031,0.0
RE1,AGRDSL,S24,2032,0.0
RE1,AGRDSL,S24,2033,0.0
RE1,AGRDSL,S24,2034,0.0
RE1,AGRDSL,S24,2035,0.0
RE1,AGRDSL,S24,2036,0.0
RE1,AGRDSL,S24,2037,0.0
RE1,AGRDSL,S24,2038,0.0
RE1,AGRDSL,S24,2039,0.0
RE1,AGRDSL,S24,2040,0.0
RE1,AGRDSL,S24,2041,0.0
RE1,AGRDSL,S24,2042,0.0
RE1,AGRDSL,S24,2043,0.0
RE1,AGRDSL,S24,2044,0.0
RE1,AGRDSL,S24,2045,0.0
RE1,AGRDSL,S24,2046,0.0
RE1,AGRDSL,S24,2047,0.0
RE1,AGRDSL,S24,2048,0.0
RE1,AGRDSL,S24,2049,0.0
RE1,AGRDSL,S24,2050,0.0
RE1,AGRDSL,S25,2019,0.0
RE1,AGRDSL,S25,2020,0.0
RE1,AGRDSL,S25,2021,0.0
RE1,AGRDSL,S25,2022,0.0
RE1,AGRDSL,S25,2023,0.0
RE1,AGRDSL,S25,2024,0.0
RE1,AGRDSL,S25,2025,0.0
RE1,AGRDSL,S25,2026,0.0
RE1,AGRDSL,S25,2027,0.0
RE1,AGRDSL,S25,2028,0.0
RE1,AGRDSL,S25,2029,0.0
RE1,AGRDSL,S25,2030,0.0
RE1,AGRDSL,S25,2031,0.0
RE1,AGRDSL,S25,2032,0.0
RE1,AGRDSL,S25,2033,0.0
RE1,AGRDSL,S25,2034,0.0
RE1,AGRDSL,S25,2035,0.0
RE1,AGRDSL,S25,2036,0.0
RE1,AGRDSL,S25,2037,0.0
RE1,AGRDSL,S25,2038,0.0
RE1,AGRDSL,S25,2039,0.0
RE1,AGRDSL,S25,2040,0.0
RE1,AGRDSL,S25,2041,0.0
RE1,AGRDSL,S25,2042,0.0
RE1,AGRDSL,S25,2043,0.0
RE1,AGRDSL,S25,2044,0.0
RE1,AGRDSL,S25,2045,0.0
RE1,AGRDSL,S25,2046,0.0
RE1,AGRDSL,S25,2047,0.0
RE1,AGRDSL,S25,2048,0.0
RE1,AGRDSL,S25,2049,0.0
RE1,AGRDSL,S25,2050,0.0
RE1,AGRDSL,S26,2019,0.0
RE1,AGRDSL,S26,2020,0.0
RE1,AGRDSL,S26,2021,0.0
RE1,AGRDSL,S26,2022,0.0
RE1,AGRDSL,S26,2023,0.0
RE1,AGRDSL,S26,2024,0.0
RE1,AGRDSL,S26,2025,0.0
RE1,AGRDSL,S26,2026,0.0
RE1,AGRDSL,S26,2027,0.0
RE1,AGRDSL,S26,2028,0.0
RE1,AGRDSL,S26,2029,0.0
RE1,AGRDSL,S26,2030,0.0
RE1,AGRDSL,S26,2031,0.0
RE1,AGRDSL,S26,2032,0.0
RE1,AGRDSL,S26,2033,0.0
RE1,AGRDSL,S26,2034,0.0
RE1,AGRDSL,S26,2035,0.0
RE1,AGRDSL,S26,2036,0.0
RE1,AGRDSL,S26,2037,0.0
RE1,AGRDSL,S26,2038,0.0
RE1,AGRDSL,S26,2039,0.0
RE1,AGRDSL,S26,2040,0.0
RE1,AGRDSL,S26,2041,0.0
RE1,AGRDSL,S26,2042,0.0
RE1,AGRDSL,S26,2043,0.0
RE1,AGRDSL,S26,2044,0.0
RE1,AGRDSL,S26,2045,0.0
RE1,AGRDSL,S26,2046,0.0
RE1,AGRDSL,S26,2047,0.0
RE1,AGRDSL,S26,2048,0.0
RE1,AGRDSL,S26,2049,0.0
RE1,AGRDSL,S26,2050,0.0
RE1,AGRDSL,S31,2019,0.0
RE1,AGRDSL,S31,2020,0.0
RE1,AGRDSL,S31,2021,0.0
RE1,AGRDSL,S31,2022,0.0
RE1,AGRDSL,S31,2023,0.0
RE1,AGRDSL,S31,2024,0.0
RE1,AGRDSL,S31,2025,0.0
RE1,AGRDSL,S31,2026,0.0
RE1,AGRDSL,S31,2027,0.0
RE1,AGRDSL,S31,2028,0.0
RE1,AGRDSL,S31,2029,0.0
RE1,AGRDSL,S31,2030,0.0
RE1,AGRDSL,S31,2031,0.0
RE1,AGRDSL,S31,2032,0.0
RE1,AGRDSL,S31,2033,0.0
RE1,AGRDSL,S31,2034,0.0
RE1,AGRDSL,S31,2035,0.0
RE1,AGRDSL,S31,2036,0.0
RE1,AGRDSL,S31,2037,0.0
RE1,AGRDSL,S31,2038,0.0
RE1,AGRDSL,S31,2039,0.0
RE1,AGRDSL,S31,2040,0.0
RE1,AGRDSL,S31,2041,0.0
RE1,AGRDSL,S31,2042,0.0
RE1,AGRDSL,S31,2043,0.0
RE1,AGRDSL,S31,2044,0.0
RE1,AGRDSL,S31,2045,0.0
RE1,AGRDSL,S31,2046,0.0
RE1,AGRDSL,S31,2047,0.0
RE1,AGRDSL,S31,2048,0.0
RE1,AGRDSL,S31,2049,0.0
RE1,AGRDSL,S31,2050,0.0
RE1,AGRDSL,S32,2019,0.0
RE1,AGRDSL,S32,2020,0.0
RE1,AGRDSL,S32,2021,0.0
RE1,AGRDSL,S32,2022,0.0
RE1,AGRDSL,S32,2023,0.0
RE1,AGRDSL,S32,2024,0.0
RE1,AGRDSL,S32,2025,0.0
RE1,AGRDSL,S32,2026,0.0
RE1,AGRDSL,S32,2027,0.0
RE1,AGRDSL,S32,2028,0.0
RE1,AGRDSL,S32,2029,0.0
RE1,AGRDSL,S32,2030,0.0
RE1,AGRDSL,S32,2031,0.0
RE1,AGRDSL,S32,2032,0.0
RE1,AGRDSL,S32,2033,0.0
RE1,AGRDSL,S32,2034,0.0
RE1,AGRDSL,S32,2035,0.0
RE1,AGRDSL,S32,2036,0.0
RE1,AGRDSL,S32,2037,0.0
RE1,AGRDSL,S32,2038,0.0
RE1,AGRDSL,S32,2039,0.0
RE1,AGRDSL,S32,2040,0.0
RE1,AGRDSL,S32,2041,0.0
RE1,AGRDSL,S32,2042,0.0
RE1,AGRDSL,S32,2043,0.0
RE1,AGRDSL,S32,2044,0.0
RE1,AGRDSL,S32,2045,0.0
RE1,AGRDSL,S32,2046,0.0
RE1,AGRDSL,S32,2047,0.0
RE1,AGRDSL,S32,2048,0.0
RE1,AGRDSL,S32,2049,0.0
RE1,AGRDSL,S32,2050,0.0
RE1,AGRDSL,S33,2019,0.0
RE1,AGRDSL,S33,2020,0.0
RE1,AGRDSL,S33,2021,0.0
RE1,AGRDSL,S33,2022,0.0
RE1,AGRDSL,S33,2023,0.0
RE1,AGRDSL,S33,2024,0.0
RE1,AGRDSL,S33,2025,0.0
RE1,AGRDSL,S33,2026,0.0
RE1,AGRDSL,S33,2027,0.0
RE1,AGRDSL,S33,2028,0.0
RE1,AGRDSL,S33,2029,0.0
RE1,AGRDSL,S33,2030,0.0
RE1,AGRDSL,S33,2031,0.0
RE1,AGRDSL,S33,2032,0.0
RE1,AGRDSL,S33,2033,0.0
RE1,AGRDSL,S33,2034,0.0
RE1,AGRDSL,S33,2035,0.0
RE1,AGRDSL,S33,2036,0.0
RE1,AGRDSL,S33,2037,0.0
RE1,AGRDSL,S33,2038,0.0
RE1,AGRDSL,S33,2039,0.0
RE1,AGRDSL,S33,2040,0.0
RE1,AGRDSL,S33,2041,0.0
RE1,AGRDSL,S33,2042,0.0
RE1,AGRDSL,S33,2043,0.0
RE1,AGRDSL,S33,2044,0.0
RE1,AGRDSL,S33,2045,0.0
RE1,AGRDSL,S33,2046,0.0
RE1,AGRDSL,S33,2047,0.0
RE1,AGRDSL,S33,2048,0.0
RE1,AGRDSL,S33,2049,0.0
RE1,AGRDSL,S33,2050,0.0
RE1,AGRDSL,S34,2019,0.0
RE1,AGRDSL,S34,2020,0.0
RE1,AGRDSL,S34,2021,0.0
RE1,AGRDSL,S34,2022,0.0
RE1,AGRDSL,S34,2023,0.0
RE1,AGRDSL,S34,2024,0.0
RE1,AGRDSL,S34,2025,0.0
RE1,AGRDSL,S34,2026,0.0
RE1,AGRDSL,S34,2027,0.0
RE1,AGRDSL,S34,2028,0.0
RE1,AGRDSL,S34,2029,0.0
RE1,AGRDSL,S34,2030,0.0
RE1,AGRDSL,S34,2031,0.0
RE1,AGRDSL,S34,2032,0.0
RE1,AGRDSL,S34,2033,0.0
RE1,AGRDSL,S34,2034,0.0
RE1,AGRDSL,S34,2035,0.0
RE1,AGRDSL,S34,2036,0.0
RE1,AGRDSL,S34,2037,0.0
RE1,AGRDSL,S34,2038,0.0
RE1,AGRDSL,S34,2039,0.0
RE1,AGRDSL,S34,2040,0.0
RE1,AGRDSL,S34,2041,0.0
RE1,AGRDSL,S34,2042,0.0
RE1,AGRDSL,S34,2043,0.0
RE1,AGRDSL,S34,2044,0.0
RE1,AGRDSL,S34,2045,0.0
RE1,AGRDSL,S34,2046,0.0
RE1,AGRDSL,S34,2047,0.0
RE1,AGRDSL,S34,2048,0.0
RE1,AGRDSL,S34,2049,0.0
RE1,AGRDSL,S34,2050,0.0
RE1,AGRDSL,S35,2019,0.0
RE1,AGRDSL,S35,2020,0.0
RE1,AGRDSL,S35,2021,0.0
RE1,AGRDSL,S35,2022,0.0
RE1,AGRDSL,S35,2023,0.0
RE1,AGRDSL,S35,2024,0.0
RE1,AGRDSL,S35,2025,0.0
RE1,AGRDSL,S35,2026,0.0
RE1,AGRDSL,S35,2027,0.0
RE1,AGRDSL,S35,2028,0.0
RE1,AGRDSL,S35,2029,0.0
RE1,AGRDSL,S35,2030,0.0
RE1,AGRDSL,S35,2031,0.0
RE1,AGRDSL,S35,2032,0.0
RE1,AGRDSL,S35,2033,0.0
RE1,AGRDSL,S35,2034,0.0
RE1,AGRDSL,S35,2035,0.0
RE1,AGRDSL,S35,2036,0.0
RE1,AGRDSL,S35,2037,0.0
RE1,AGRDSL,S35,2038,0.0
RE1,AGRDSL,S35,2039,0.0
RE1,AGRDSL,S35,2040,0.0
RE1,AGRDSL,S35,2041,0.0
RE1,AGRDSL,S35,2042,0.0
RE1,AGRDSL,S35,2043,0.0
RE1,AGRDSL,S35,2044,0.0
RE1,AGRDSL,S35,2045,0.0
RE1,AGRDSL,S35,2046,0.0
RE1,AGRDSL,S35,2047,0.0
RE1,AGRDSL,S35,2048,0.0
RE1,AGRDSL,S35,2049,0.0
RE1,AGRDSL,S35,2050,0.0
RE1,AGRDSL,S36,2019,0.0
RE1,AGRDSL,S36,2020,0.0
RE1,AGRDSL,S36,2021,0.0
RE1,AGRDSL,S36,2022,0.0
RE1,AGRDSL,S36,2023,0.0
RE1,AGRDSL,S36,2024,0.0
RE1,AGRDSL,S36,2025,0.0
RE1,AGRDSL,S36,2026,0.0
RE1,AGRDSL,S36,2027,0.0
RE1,AGRDSL,S36,2028,0.0
RE1,AGRDSL,S36,2029,0.0
RE1,AGRDSL,S36,2030,0.0
RE1,AGRDSL,S36,2031,0.0
RE1,AGRDSL,S36,2032,0.0
RE1,AGRDSL,S36,2033,0.0
RE1,AGRDSL,S36,2034,0.0
RE1,AGRDSL,S36,2035,0.0
RE1,AGRDSL,S36,2036,0.0
RE1,AGRDSL,S36,2037,0.0
RE1,AGRDSL,S36,2038,0.0
RE1,AGRDSL,S36,2039,0.0
RE1,AGRDSL,S36,2040,0.0
RE1,AGRDSL,S36,2041,0.0
RE1,AGRDSL,S36,2042,0.0
RE1,AGRDSL,S36,2043,0.0
RE1,AGRDSL,S36,2044,0.0
RE1,AGRDSL,S36,2045,0.0
RE1,AGRDSL,S36,2046,0.0
RE1,AGRDSL,S36,2047,0.0
RE1,AGRDSL,S36,2048,0.0
RE1,AGRDSL,S36,2049,0.0
RE1,AGRDSL,S36,2050,0.0
RE1,AGRDSL,S41,2019,0.0
RE1,AGRDSL,S41,2020,0.0
RE1,AGRDSL,S41,2021,0.0
RE1,AGRDSL,S41,2022,0.0
RE1,AGRDSL,S41,2023,0.0
RE1,AGRDSL,S41,2024,0.0
RE1,AGRDSL,S41,2025,0.0
RE1,AGRDSL,S41,2026,0.0
RE1,AGRDSL,S41,2027,0.0
RE1,AGRDSL,S41,2028,0.0
RE1,AGRDSL,S41,2029,0.0
RE1,AGRDSL,S41,2030,0.0
RE1,AGRDSL,S41,2031,0.0
RE1,AGRDSL,S41,2032,0.0
RE1,AGRDSL,S41,2033,0.0
RE1,AGRDSL,S41,2034,0.0
RE1,AGRDSL,S41,2035,0.0
RE1,AGRDSL,S41,2036,0.0
RE1,AGRDSL,S41,2037,0.0
RE1,AGRDSL,S41,2038,0.0
RE1,AGRDSL,S41,2039,0.0
RE1,AGRDSL,S41,2040,0.0
RE1,AGRDSL,S41,2041,0.0
RE1,AGRDSL,S41,2042,0.0
RE1,AGRDSL,S41,2043,0.0
RE1,AGRDSL,S41,2044,0.0
RE1,AGRDSL,S41,2045,0.0
RE1,AGRDSL,S41,2046,0.0
RE1,AGRDSL,S41,2047,0.0
RE1,AGRDSL,S41,2048,0.0
RE1,AGRDSL,S41,2049,0.0
RE1,AGRDSL,S41,2050,0.0
RE1,AGRDSL,S42,2019,0.0
RE1,AGRDSL,S42,2020,0.0
RE1,AGRDSL,S42,2021,0.0
RE1,AGRDSL,S42,2022,0.0
RE1,AGRDSL,S42,2023,0.0
RE1,AGRDSL,S42,2024,0.0
RE1,AGRDSL,S42,2025,0.0
RE1,AGRDSL,S42,2026,0.0
RE1,AGRDSL,S42,2027,0.0
RE1,AGRDSL,S42,2028,0.0
RE1,AGRDSL,S42,2029,0.0
RE1,AGRDSL,S42,2030,0.0
RE1,AGRDSL,S42,2031,0.0
RE1,AGRDSL,S42,2032,0.0
RE1,AGRDSL,S42,2033,0.0
RE1,AGRDSL,S42,2034,0.0
RE1,AGRDSL,S42,2035,0.0
RE1,AGRDSL,S42,2036,0.0
RE1,AGRDSL,S42,2037,0.0
RE1,AGRDSL,S42,2038,0.0
RE1,AGRDSL,S42,2039,0.0
RE1,AGRDSL,S42,2040,0.0
RE1,AGRDSL,S42,2041,0.0
RE1,AGRDSL,S42,2042,0.0
RE1,AGRDSL,S42,2043,0.0
RE1,AGRDSL,S42,2044,0.0
RE1,AGRDSL,S42,2045,0.0
RE1,AGRDSL,S42,2046,0.0
RE1,AGRDSL,S42,2047,0.0
RE1,AGRDSL,S42,2048,0.0
RE1,AGRDSL,S42,2049,0.0
RE1,AGRDSL,S42,2050,0.0
RE1,AGRDSL,S43,2019,0.0
RE1,AGRDSL,S43,2020,0.0
RE1,AGRDSL,S43,2021,0.0
RE1,AGRDSL,S43,2022,0.0
RE1,AGRDSL,S43,2023,0.0
RE1,AGRDSL,S43,2024,0.0
RE1,AGRDSL,S43,2025,0.0
RE1,AGRDSL,S43,2026,0.0
RE1,AGRDSL,S43,2027,0.0
RE1,AGRDSL,S43,2028,0.0
RE1,AGRDSL,S43,2029,0.0
RE1,AGRDSL,S43,2030,0.0
RE1,AGRDSL,S43,2031,0.0
RE1,AGRDSL,S43,2032,0.0
RE1,AGRDSL,S43,2033,0.0
RE1,AGRDSL,S43,2034,0.0
RE1,AGRDSL,S43,2035,0.0
RE1,AGRDSL,S43,2036,0.0
RE1,AGRDSL,S43,2037,0.0
RE1,AGRDSL,S43,2038,0.0
RE1,AGRDSL,S43,2039,0.0
RE1,AGRDSL,S43,2040,0.0
RE1,AGRDSL,S43,2041,0.0
RE1,AGRDSL,S43,2042,0.0
